texts,labels
"Toshiba announced plans to include an HD DVD-enabled DVD player in its laptops starting in December next year. The new drives will be limited to the high-end  quot;Qosmio quot; brand, and will sell for around 200,000-300,000 yen (US\$1,845-\$2,770).",3
 TOKYO (Reuters) - Tokyo stocks climbed to a two week high  on Friday after Tokyo Electron Ltd. and other chip-related  stocks were boosted by a bullish revenue outlook from industry  leader Intel Corp.,2
"Bank of America Corp., the third-largest bank in the United States, said Thursday that vice chairman James H. Hance, Jr., will retire at the end of January 2005 after nearly 18 years with the company.",2
"LUFKIN, Texas (AP) -- A large piece of space shuttle Columbia debris was found recently in southeast Texas, a NASA official said.    The 6-foot-long piece of the crew compartment was discovered two weeks ago in Newton County by a wildlife biologist, sheriffs officials said...",3
The Institute of Electrical and Electronics Engineers (IEEE) has approved a wireless standard that will expand international Wi-Fi roaming to Japan.,3
"NASA #39;s plan to send a robot into space to repair the ailing Hubble Space Telescope is unlikely to succeed, according to a new report from the National Academy of Sciences.",3
"The Mets surprised no one Monday evening when they announced they had declined the \$10 million option on Al Leiter #39;s contract, leaving the veteran southpaw available ",1
Nortel Networks Corp. on Thursday said it would cut fewer jobs than announced in August as part of the effort to improve its financial condition.,2
He refused the offer of a rest in order to lead his players on the controversial visit to the crisis-torn nation. Vaughan and the 14-man squad are due to arrive in Namibia this morning for ,1
Reuters - British Prime Minister Tony Blair will\stress the need for Europe and the United States to put\differences over Iraq behind them and work together to tackle\issues such as Middle East peace in a speech on Monday.,0
"SANYA, CHINA -- Miss Peru, Maria Julia Mantilla Garcia, an aspiring high school teacher, was crowned Miss World 2004 last night in this southern Chinese beach resort.",0
AP - The European Central Bank left its key refinancing rate unchanged at 2 percent Thursday amid signs that the recovery in the 12-nation euro zone may be sputtering.,0
"New Orleans, LA (Sports Network) - New Orleans Hornets forward Jamal Mashburn will sit out the 2004-05 season due to a patella femoral irritation of his right knee.",1
"The agreement with Connexion by Boeing will give iPass customers Wi-Fi access while flying, while Boeing gets a partner that knows how to sell service contracts for hot spot connectivity to business travelers.",3
A former US army sergeant who deserted to North Korea in the 1960s has arrived on a remote Japanese island to start what he said was the  quot;last chapter quot; of his life with his wife and two daughters.,0
"SAN'A, Yemen - A Yemeni judge sentenced two men to death and four others to prison terms ranging from five to 10 years Wednesday, the first convictions and sentences for the 2000 suicide bombing of the USS Cole, an attack blamed on Osama bin Laden's terror network.    Saudi-born Abd al-Rahim al-Nashiri, who is in U.S...",0
"Representative Billy Tauzin will become president of the Pharmaceutical Research and Manufacturers of America, the chief lobby for brand-name drug companies.",0
AP - The Cleveland Indians called up right-hander Kyle Denney to start Tuesday night against Detroit.,1
"This week, CA plans to release BrightStor 11.1, which consists of 14 integrated storage applications, said Jim Geronaitis, vice president of BrightStor product marketing at the Islandia, NY-based software vendor.",3
"Bob Muglia, senior vice president of the Windows Server division at Microsoft, said in an interview that he thinks the ability to configure Windows system images for various types of servers will be ""the heart and soul"" of the Longhorn upgrade due in 2007.",3
"Initial public offerings just wrapped up one of their best weeks in some time, with 10 companies coming to market, raising \$1.7 billion, and several soaring in their debuts.",2
ITSolutions will provide IT consolidation services to help streamline operations at eight branches of the U.S. Food and Drug Administration.,3
"Semiconductor maker Broadcom Corp. lowered its third-quarter revenue guidance, saying customers who make cable and satellite set-top boxes over-ordered its chips in the first half of the year.",3
 MOSCOW (Reuters) - A rejuvenated Marat Safin has vowed to  help Russia win back the Davis Cup next year after leading the  2002 champions to an easy 3-0 victory over Thailand in a World  Group playoff tie at the weekend.,1
Reuters - An Italian prosecutor asked a court on\Friday to sentence Silvio Berlusconi to eight years in jail for\bribing judges as the prime minister's four-year corruption\trial reached its closing stages.,0
"Watching the Jonathan Woss Show last week, I was more than impressed with U2 #39;s fabulous live performance, thinking that the Irish supergroup were right back at the top of their form.",3
The stark contrasts of Russian news reporting were out in the open Thursday: Dailies that largely remain out of state hands screamed  quot;terrorism quot; in bold front-page headlines ,0
Opel gets by without layoffs. Readers taking in these and similar headlines earlier this week were well advised to read the fine print.,2
Verizon Wireless said on Thursday that it had signed an agreement with NextWave Telecom Inc. to purchase all of its airwave licenses for \$3 billion.,2
Martin rushed for 119 yards and two touchdowns to become the New York Jets  #39; all-time leading rusher as the Jets posted a 34-28 victory over the San Diego Chargers .,1
"TORONTO -- Housing starts in Canada were up in August to a seasonally adjusted annual rate of 241,500 according to Canada Mortgage and Housing Corp.",2
Iran's foreign minister said that a preliminary agreement had been reached to suspend Iran's production of enriched uranium immediately.,0
"The three days of festivities marking the end of the month of Ramadan, Id al-Fitr, which began yesterday in the Palestinian Authority, give the leadership something of a brief time-out ",0
"When Americans go to the polls in November, they will confront a voting system beset by many of the same problems that produced the bitterly disputed outcome four years ago.",3
"Ecuador #39;s Edison Mendez, left, celebrates his goal beside of Brazil #39;s Kaka during their World Cup South American zone qualifying soccer match at Atahualpa stadium in Quito, Ecuador, Wednesday, Nov. 17, 2004.",1
"Not all of his teammates were happy with Pedro Martinez last night. Or maybe you didn't notice Derek Lowe, waiting at the top step of the visitors' dugout, after Martinez struck out looking to start the third inning.",1
AFP - National Basketball Association players union leaders met with an arbitrator to have suspensions from a brawl between players and fans reduced but league officials did not participate.,1
"The New Zealand dollar bumped up another notch to three week highs on Tuesday despite the US dollar #39;s gains, the local currency hitching a ride with the stronger Australian dollar.",2
"One of the seven great unsolved mysteries of mathematics may have been cracked by a reclusive Russian who is not remotely interested in the 560,000 prize his solution could win him, it emerged today.",3
Peace talks between Sudan #39;s government and Darfur rebels struggled for survival after one of the two rebel groups said on Wednesday the negotiations had collapsed but left open the chance of resumption.,0
CHICAGO - That UFO you might see whizzing over Thursday night #39;s Florida State-North Carolina State football game is not just a camera - it #39;s the link between televised football and the video games they seek to mimic.,1
"Before I was a professional golfer, I was a golf fan. And after the performance of the US Ryder Cup team this past weekend, I am a sad and angry golf fan.",1
"The battle for the British-based Chelsfield plc hotted up at the weekend, with reports from London that the property giant #39;s management was working on its own bid to thwart the 585 million (\$A1.",2
"AP - The Forest Service exaggerated the effect of wildfires on California spotted owls in justifying a planned increase in logging in the Sierra Nevada, according to a longtime agency expert who worked on the plan.",3
"Technology trade groups cheered parts of a comprehensive intelligence reform bill passed by Congress yesterday, but said the government's chief cybersecurity official should have a more prominent position.",3
"Allen Iverson breaks his right thumb but plans to play anyway Tuesday for the U.S. men's basketball team, which is coming off a loss to Puerto Rico.",1
"13.11.04 - By Rev. Marc Axelrod: The Real Deal needs to pack it in. Larry beat Evander all over the ring tonight. Evander looked every one of his 42 years, as he was outfought and outsped all night long.",1
"LISBON, Aug 18 (Reuters) - Portugal captain Luis Figo said on Wednesday he was taking a break from international soccer, although he would not confirm if the decision was final. ",1
A study of a closely knit family with several members suffering from a rare illness is providing what researchers say may be important clues to the cause ,3
"PaperlinX Ltd. (PPX.AX: Quote, Profile, Research) , Australia #39;s biggest paper maker, said on Thursday its annual net profit fell 18 percent, battered by weak European ",2
"MANAMA, 22 November 2004 - Bahrains King Hamad yesterday ordered the release of a human rights activist who was sentenced to one year in prison earlier in the day for inciting political dissent.",0
"*Mikhail Youzhny became the 10th champion of the St. Petersburg Open after an impressive win over Karol Beck on Sunday. *In a baseline battle, the crowds favorite Youzhny needed one hour and two minutes to close out the match 6-2, 6-2.",1
"AP - Behind thick concrete walls and iron doors, Ho Chi Minh and other top Vietnamese leaders hid in secret underground tunnels during U.S. B-52 bombing raids to plot key military strategies that led to America's defeat in the Vietnam War.",0
"WASHINGTON -- The US Justice Department yesterday shut down a network allegedly used to illegally share copyrighted music, movies, software and games and, separately, has embarked a nationwide campaign against purveyors of e-mail  quot;spam.",3
"Police said today they are trying to trace a 32-year-old man in connection with a number of letter bombs. Unemployed Justin McAuliffe, of De Parys Avenue, Bedford, has not been seen since he left his flat on Saturday.",0
" LONDON (Reuters) - The dollar drifted within recent ranges  against the euro on Friday, while moving away from a five week  high versus the yen, as investors remained uncertain about the  near-term outlook for the U.S. economy amid high oil prices.",2
AP - Patrick McEnroe will remain the U.S. Davis Cup captain through 2006.,1
"Fred Wilpon, the Mets' owner, on Thursday insisted that Omar Minaya would have 'full autonomy' as the team's new general manager and president of baseball operations.",1
"A shock rise in retail sales last month contradicted signs that the economy is slowing down, official figures showed today. The Office for National Statistics said sales volumes were up 1 in September - the fastest increase since January.",2
"UK regulator the Office of Fair Trading (OFT) has not initiated an investigation into Apple #39;s iTunes UK pricing. The Consumer #39;s Association (CA) yesterday filed a complaint with the OFT, alleging that Apple is  quot;ripping-off quot; UK music buyers.",3
Source: Mortgage financer may be forced to keep up to \$31B on hand while it fixes accounting woes. WASHINGTON (Reuters) - Embattled mortgage finance giant Fannie Mae was close to a deal with regulators late ,2
" NEW YORK (Reuters) - Albertsons Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ABS.N target=/stocks/quickinfo/fullquote""&gt;ABS.N&lt;/A&gt;, the No. 2  U.S. grocer, on Thursday posted higher quarterly profit, but  warned that full-year earnings could hit the low end of its  estimates due to competition and skittish consumers, sending  shares down 6 percent.",2
"AP - Lionel Hollins lost his debut as interim coach of the Grizzlies, with Kevin Garnett getting 26 points and 15 rebounds and Latrell Sprewell adding 22 points to lead the Minnesota Timberwolves over Memphis 115-90 Friday night.",1
 WASHINGTON (Reuters) - Audio technology company Dolby  Laboratories Inc. filed on Friday to raise as much as \$460  million in an initial public offering of Class A common stock.,2
"TOKYO : Japanese industrial output rose only 0.3 percent in August, suggesting after a series of recent weak data that the recovery in the world #39;s second-largest economy is slowing, economists said on Thursday.",2
"Allan Houston #39;s comeback was put off one more time yesterday, when the Knicks shooting guard announced he will not be activated for tonight #39;s game against the Memphis Grizzlies ",1
Earth's magnetic field is reportedly about 10 percent weaker today than it was when a German mathematician first started keeping tabs on it in 1845. So should we worry?,3
"Health Savings Accounts, the latest untested flavor on the health insurance shelf, are giving consumers a stake in cost-cutting, but some advocacy groups say they increase exposure to risk.",2
" DUBLIN (Reuters) - A second blood sample taken from  Waterford Crystal, the horse Cian O'Connor rode to win  Ireland's only gold medal at the Athens Olympics, has also  tested positive for banned substances, local media reported  Tuesday.",1
" DAMASCUS (Reuters) - Syria and Lebanon rejected any outside  role in shaping their relations Sunday, a day after a top State  Department official said Damascus should pull its troops from  its small neighbor.",0
ISLAMABAD: Pakistan #39;s prime minister-designate said he wants the dispute over Kashmir to be resolved according to the wishes of people living in the region.,0
"Plan a big, fat cheap wedding, and start your coupling with extra cash, not debt.",2
" NEW YORK (Reuters) - The story headlined ""UPDATE 1-Levi  Strauss   Co says could face bankruptcy"" is withdrawn. The  story was based on language included in a filing the company  made with the U.S. Securities and Exchange Commission. Such  language on risk factors is standard in most references to  indebtedness in regulatory filings by companies.",2
World Cup hero and England skipper Jonny Wilkinson is set to miss the upcoming Test against Australia with a badly bruised right arm.,1
"Batting practice barely had started Tuesday evening, but the Astros already had killed one bird. Although it was an accident when Chris Burke #39;s hard grounder killed a pigeon ",1
"HAVANA Despite tighter American restrictions on Cuba, Havana has signed more deals to buy US cattle and wheat. It happened at a major international trade fair in Havana, where American businesses played a major role.",2
"AP - President Bush and Sen. John Kerry vied for the senior vote Tuesday, swapping charges over Social Security and a looming shortage of flu vaccine two weeks before Election Day.",0
"Almost 500 letters from friends, family, corporate leaders and celebrity sportsmen were sent in defence of convicted internet banker Frank Quattrone, it emerged yesterday.",2
Some 80 Kenyan MPs storm out of parliament in the latest twist in a row over a new constitution. ,0
"Some Antarctic glaciers are flowing seaward five times faster than they did just two years ago, increasing concerns about rises in sea levels resulting from the warming of Earth #39;s polar caps.",3
The White House said on Friday that South Korea and other nations should send a  quot;clear message quot; to North Korea of their commitment to a nuclear-free peninsula after Seoul admitted government scientists had enriched uranium to nearly ,0
US software maker Microsoft has announced the general availability of the Microsoft Solution for Windows-based Hosting version 3.0.,3
"Top-listed clothing retailer Marks  amp; Spencer MKS.L says it has completed the acquisition of women #39;s fashion label per una, keeping its design-guru owner George Davies at the helm.",2
"AP - An Arizona cryonics facility must show a document to the nephews of the late Ted Williams that could prove the baseball Hall of Famer wanted to be frozen after his death, a judge has ruled.",1
"Everton shirts sporting the name of Wayne Rooney could soon be seen on the streets of Liberia, West Africa.",0
"Italy has sunk down the list of the world #39;s most competitive countries because of bureaucracy, infrastructures and high taxes, a report by the World Economic Forum has revealed.",2
"Biotechnology stocks were trading down marginally Thursday afternoon with the large exception of Gilead Sciences Inc., whose shares were boosted by good results for an HIV treatment.",2
"AP - Business communications software provider Avaya Inc. said Tuesday that it agreed to purchase Tenovis GmbH  amp; Co., a German provider of voice and data communications systems for European small and mid-sized business customers, from affiliates of Kohlberg Kravis Roberts  amp; Co.",3
"Americans have a passion for the great outdoors but often seem downright lackadaisical about protecting their skin from the sun's damaging rays. Myths about sun exposure -- and there are quite a few -- may encourage people's risky behaviors, experts say.",3
Paul South entered yesterday's John F. Kennedy 50-Miler with just several months of hard training under his belt following two years when he did little serious running.,1
Indian officials today disclosed details on revenues from IT outsourcing for the last year.\,3
Reuters - Online DVD rental company Netflix\Inc. on Thursday cut its subscription price and said it was\changing its strategy to sacrifice healthy profits for growth\in the face of strong competition.,3
" GAZA (Reuters) - Palestinian militants detonated a bomb  Tuesday near an Israeli army base in the central Gaza Strip,  causing several Israeli casualties, Palestinian and Israeli  security sources said.",0
"KABUL, Afghanistan Aug. 23, 2004 - A defense lawyer for one of three Americans accused of torturing a dozen Afghan prisoners in a private jail showed a video in court Monday of Afghanistan #39;s former education ",0
DALLAS (CBS.MW) -- Halliburton #39;s shares closed higher Wednesday after the Army Materiel Command reversed its decision to withhold 15 percent of its future payments to the company under a contract to supply and support US troops in Iraq. ,2
Carrying a scoreless streak deep into October isn't one of the easier tasks to carry out on a gridiron.,1
"Medical tests showed no traces of poisons in Yasser Arafat's body, says the former  Palestinian leader's nephew.",0
"NASA has recruited two Hollywood helicopter stunt pilots for an especially tricky maneuver -- snagging a capsule full of stardust as it parachutes back to Earth next month, mission managers said on Thursday.",3
" NEW YORK (Reuters) - World oil prices surged nearly \$2 on  Friday on worries the stormy season in the Gulf of Mexico would  continue to hamper energy production and imports, delaying  vital stock building ahead of the coming winter months.",2
"With Jason Kidd back in the lineup, the Nets have demonstrated new life. But LeBron James proved to be a little too much for Kidd and the Nets here Tuesday night.",1
"A fuel cell for notebook PCs that is smaller and more powerful than competing technologies could be on the market in early 2006 at a price of around \$90, its Japanese inventors said this week.",3
Petroleum and energy services giant Halliburton Co. on Friday said that a district court judge has signed an order that will allow its settlement of asbestos lawsuits to take effect by the end of this month.,2
"ATHENS, Greece - Stymied by a sloppy handoff in the middle of the race, the United States lost to Great Britain by a hundredth of a second Saturday night in the 400-meter relay - a race the American men usually dominate.    U.S...",0
"Security software maker Symantec Corp. has agreed to buy Veritas Software Corp. for \$13.5 billion, expanding into the backup and recovery software market, the companies said on Thursday.",2
"Nokia Corp. increased its global market share of mobile phone handsets for a second successive quarter, reaching 30.9 percent with sales of 51.7 million units, market researcher Gartner Inc.",2
The Hague - Former Yugoslav president Slobodan Milosevic condemned his war crimes trial as a  quot;pure farce quot; on Wednesday in a defiant finish to his opening defence statement against charges of ethnic cleansing in the Balkans.,0
"Revenue from wireless data services could reach \$189 billion in 2009, according to a new report.",3
"T amp;T Wireless Services Inc., the third-largest United States mobile phone company, reached an agreement yesterday with Rogers Communications Inc.",2
"Israel will not follow the U.S.-backed ""road map"" peace plan and could remain in much of the West Bank for an extended period after it withdraws from the Gaza Strip, Prime Minister Ariel Sharon said in a newspaper interview published Wednesday.",0
"Deputy Prime Minister and Finance-Economy Minister Lee Hun-jai said Monday the nation #39;s current economic lethargy is due to unsubstantiated uncertainty #39; #39; about the future, which in turn weakens the confidence of market players.",2
CAPE TOWN - Ray Jennings was appointed as the interim coach of South Africa #39;s national cricket side yesterday afternoon following the resignation earlier of the under-fire Eric Simons.,1
&lt;strong&gt;Election 2004&lt;/strong&gt; Point and click,3
" SRINAGAR, India (Reuters) - Indian Prime Minister Manmohan  Singh begins his first visit to revolt-torn Kashmir on  Wednesday as New Delhi starts pulling troops out of the  disputed Himalayan state hoping to boost the chances for peace.",0
"Militants have threatened to kill three Western hostages unless all female Iraqi prisoners are set free by Monday. The men - Briton Kenneth Bigley, and US colleagues Jack Hensley and Eugene Armstrong - were ",0
" TOKYO (Reuters) - The United States has decided to aim for  a gradual transformation in North Korea rather than seek to  topple North Korean leader Kim Jong-il's regime, a Japanese  newspaper said Saturday.",0
"New device plays back audio and video on the go, but it sports a hefty price tag.",3
"WASHINGTON -- The Boeing Co., the second-biggest US defense contractor, won a \$54 million contract to launch four navigation satellites for the Air Force in the second exception to a ban imposed on the company last year.",2
"AFP - Hungary's central bank again lowered its benchmark interest rate by 50 basis points, from 10.5 to 10 percent, the bank said.",2
"Wangari Maathai, the Kenyan ecologist who last week was awarded the Nobel Peace Prize, on Saturday repeated her belief that HIV was created by scientists for biological warfare, Agence France-Presse reports.",0
"They say the best things come to those who wait.  quot;Halo 2 quot; lives up to the billing, but it sure took long enough. The release date was changed, and changed some more, but Bungie met the expectations.",3
" KHARTOUM (Reuters) - Sudanese authorities said Friday they  foiled another plot by an opposition Islamist party to kidnap  and kill senior government officials and blow up sites in the  capital, a news agency close to the government reported.",0
"Advertising giant WPP is to buy US firm Grey Global, in a deal which could be worth as much as 750m (\$1.3bn). The UK-based group won the auction for Grey Global, the seventh-largest advertiser in the US, against ",2
Intel Corp. #39;s fourth-quarter sales are on track to break a company record as demand for the chips that power computers was stronger than originally expected in the weeks leading up to the holiday buying season.,2
SYDNEY (Dow Jones)--Australian ear implant maker Cochlear Ltd. (COH.AU) said Monday it has moved quickly to lift production to meet increased demand from doctors following ,2
"The Temple Owls have a terrible record, but they are not a bad team. Syracuse found that out Saturday when Temple defeated the Orange, 34-24, at Philadelphia, and the Boston College Eagles, who visit Lincoln Financial Field this Saturday after upsetting West Virginia, had best heed the lesson.",1
"AP - Russia is refusing to provide witnesses or information to the independent investigation into alleged corruption in the multibillion-dollar U.N. oil-for-food program in Iraq, an official close to the investigation said Wednesday.",0
" MOSCOW (Reuters) - Security forces bungled the handling of  Russia's worst hostage drama because nobody was in charge and  special forces were not ready when the shooting started,  security analysts said on Monday.",0
"Reuters - A strong earthquake with a preliminary\magnitude of 7.1 hit a wide area of Japan's northernmost main\island of Hokkaido early on Monday, the Japan Meteorological\Agency said.",0
"AFP - Yuta Tabuse has signed for the Phoenix Suns, boosting his hopes of becoming the first Japanese to play in the US National Basketball Association (NBA) regular season, the NBA's Tokyo branch said.",1
"Oct. 1, 2004 - A research team that showed herring communicate by farting and the authors of a study on the effect of country music on suicide were among the winners of the 2004 Ig Nobel prize.",3
"Mark Thatcher, in court over a coup plot, has built a new life amid the millionaires #39; mansions of Constantia. Raymond Whitaker reports.",0
"Intel will try to further cut power consumption in its next generation of chips by using improved strained silicon, along with transistors that block power to other circuits, and other added features.",2
&lt;strong&gt;Analysis&lt;/strong&gt; Standardised phones? Pah!,3
"Libyan singer Ayman al-Aathar has won a Middle East pop contest, edging out Palestinian Ammar Hassan. The Super Star competition was started by the Lebanese TV station Future Television and is filmed in Beirut.",0
"In a filing that could dispel rumors that the recent auction for Metro-Goldwyn-Mayer Inc. was not competitive, the studio said winning bidder Sony Corp.",2
"Reuters - The family of a Japanese man being held\hostage in Iraq begged for his life on Friday after the expiry\of a deadline set by his captors, who have threatened to behead\him unless Japan withdrew its troops.",0
"NEW DELHi, AUGUST 21: Truckers went on a nation-wide strike from Saturday to protest against the imposition of the 10 per cent service tax in the Budget.",2
NEW ORLEANS The constitutionality of a federal law used to prosecute energy-trading companies and their workers has landed before a federal appeals court.,2
"Showing the kind of toughness that breeds late-season success, Xaverian took a big step toward a Catholic Conference title with a 25-7 win over Catholic Memorial yesterday. With the artificial turf at Catholic Memorial covered in snow, Xaverian turned to its ground game to keep the chains and the clock moving once it claimed the lead.",1
Google has one of the worst corporate governance of any company in the S amp;P 500 index according to a highly respected advisory group.,2
"AFP - Defeated Democrat John Kerry, who has hinted he may run again for president in 2008, vowed to continue fighting for the issues he campaigned on as his party's presidential candidate.",0
Bangkok: The Thai government has begun dropping an estimated one hundred million paper origami birds in an unusual peace bid. The birds are being dropped by military planes over the countrys Muslim south after a surge of violence in the area.,0
Here is the fundamental question investors ask about individual companies and their stocks every day: What's this business really worth?,2
Global warming is increasingly rendering Inuit and other Arctic peoples at a loss for words. They simply do not have names in their languages for the temperate species flocking up from the south.,3
"The Patriots and Jets appear to be taking different approaches into today #39;s game, and that might help explain the difference between these two 5-0 teams.",1
"A 121 million-year-old baby bird,  fossilized while still curled in its egg, has been found in China.",3
"ISLAMABAD, Pakistan The eagerly awaited first meeting between President Pervez Musharraf of Pakistan and Prime Minister Manmohan Singh of India will be held Friday in New York, a Pakistani official said Monday.",0
The dollar may rise against the euro in Asia for the first day this week on speculation Federal Reserve Chairman Alan Greenspan will express optimism about the US economy in testimony before Congress today.,2
 TOKYO (Reuters) - The dollar firmed on Wednesday as  investors awaited comments from the Federal Reserve chief that  are expected to point to further rises in U.S. interest rates  this year.,2
" MOSCOW (Reuters) - A methane blast in a mineshaft in  Russia's Siberia killed at least 10 people and injured 30 on  Thursday, a government spokesman said.",0
An idea whose time has passed? America Online told broadband subscribers in nine southern states to seek a new high-speed carrier by Jan. 17.,3
This Nasa image shows Saturn #39;s lonely moon Mimas (R) seen against the blue-streaked backdrop of Saturn #39;s northern hemisphere.,3
"Canadian Press - MONTREAL (CP) - Flames shot several metres into the sky as a major pileup involving several semi-trailers killed one person Thursday, injured six others and caused traffic chaos on a busy highway.",0
"JAKARTA, Indonesia - A powerful car bomb exploded outside the gates of the Australian Embassy in Jakarta on Thursday, killing seven people and wounding nearly 100 in an attack police blamed on al-Qaida-linked terrorists.    The blast flattened the embassy's gate, mangled cars on the busy commercial street and shattered the windows of nearby high-rise buildings...",0
Jeff Raikes was working at Apple Computer in the early 1980s when a guy named Steve Ballmer called and asked him to interview for a product-management job at a small software outfit in the Seattle area.,3
Oil prices surged to a new high above \$47 a barrel spurred by concern for the safety of oil facilities in Iraq.,2
"The United States does not believe that a large explosion in North Korea was related to the communist country #39;s suspected nuclear weapons program, President Bush #39;s foreign policy advisers said Sunday.",0
"Advanced Micro Devices has begun to incorporate a form of strained silicon into its chips, a design twist that will let the company increase the performance of its processors. ",3
A videotape posted on a Web site shows the beheading of three hostages who are said to be members of a Kurdish party in northern Iraq.,0
"CAMBRIDGE -- In a quiet entryway of the CambridgeSide Galleria, 75-year-old Mary Dellolio stood gazing out the window, Sears bags in hand, waiting for a ride from a friend. Dellolio said she feels safe in the mall during the daytime but would never venture there after dark, though she lives only two blocks away.",2
"Srinagar, Nov. 10: Srinagar erupted in widespread public anger on the fourth day of protests against an alleged double rape by an army major even as a separatist leader was detained.",0
Local election results in Germany #39;s most populous state indicate another setback for Chancellor Gerhard Schroeder - but the decline has slowed.,0
SunTrust Banks Inc. will restate its earnings for the first two quarters of the year after discovering errors in how it sets aside money to cover problem loans.,2
"The latest version of Microsoft #39;s Windows XP Media Center turns a specially configured PC into a photo album, DVD player, music center and TV set.",3
"IBMexecutives looking for a buyer for their company's PC business most likely did not spend time in Round Rock, Texas. Speaking at a press conference at OpenWorld on Tuesday, Dell founder and Chief Executive Officer Michael Dell said that his company's U.S. facilities give them an edge against other North American vendors.",3
" KABUL (Reuters) - The United States called on Taliban  guerrillas to lay down their arms Thursday, saying Afghans had  voted against violence and those who gave up their insurgency  would not be punished unless they were guilty of major crimes.",0
The European Union says it will contribute \$100 million to an African force in Sudan #39;s troubled Darfur region. EU foreign policy chief Javier Solana said during a visit to Ethiopia Saturday the ,0
An American casino company spearheading new growth in Macau #39;s 150-year-old gambling industry plans to open the biggest gaming hall the southern Chinese enclave has ever seen.,2
"NEW YORK - Once a year or so we like to check in on the dollar to find out if it is strong. Inevitably it is, but it is strong in different ways each time.",2
"com October 15, 2004, 8:48 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.",3
AFP - Lebanese mobile phone users were urged to leave their portable telephones at home or switched off in protest at what is considered one of the costliest services in the world.,3
"AP - Although the Southern California desert is a long way  #151; and drastically different  #151; from her native South Korea, Grace Park feels at home among the sand and the cacti.",1
SAN FRANCISCO - Google looks set to start trading on the Nasdaq today after the web #39;s No 1 search engine asked regulators for final approval to price its closely watched initial public offering. ,2
World leaders end a conference on the future of Iraq with strong support for the January polls.,0
"AFP - Bosnians voted in their third post-war local elections, which are expected to confirm the dominance of the ruling Croat, Muslim and Serb nationalists.",0
"The arrest last month of Neameh Qayssamani, a newly elected member of the municipal council in Lebanon, and dozens of other men in the Chouf Mountains recalled a fearful time most people believed had passed forever.",0
Hundreds of firefighters backed by helicopters have battled a raging blaze that destroyed at least 12 floors of Venezuela #39;s tallest skyscraper.,0
The  quot;Missing Iraq Explosives quot; pseudo-scandal appears to be falling apart by the hour. Most recent developments are as follows: Russian special forces troops moved many of Saddam Hussein #39;s weapons and related ,0
"The Tri-nations championship involving Australia, New Zealand and South Africa will be expanded from six to nine matches from 2006, according to the governing body SANZAR.",1
"Wall Street had expected a drop in new unemployment claims. The prediction of economists surveyed by Dow Jones Newswires and CNBC was a decline of 14,000 claims.",2
"AP - Baltimore Ravens tackle Jonathan Ogden is expected to miss three to four weeks with a pulled left hamstring, although the 2003 All-Pro player intends to shorten his absence by adhering to a rigorous rehabilitation program.",1
"AFP - Icelandair said it had bought an 8.4 percent stake in British low-cost carrier easyJet, describing the holding as a  quot;long-term trade investment. quot;",0
AP - Six local schools will have solar energy systems installed over the next year. The systems are expected to lower utility bills and teach students about renewable energy.,3
"AP - Consumer confidence declined in September for the second consecutive month, a New York-based private research group said Tuesday.",2
"Russian military satellites will only be launched from the Plesetsk center, in the Arkhangelsk region, said Russian Defense Minister Sergei Ivanov.",3
 DENVER (Sports Network) - Colorado Rockies vice chairman  Jerry McMorris has been removed from the team's board of  directors and also as an officer. The move came during a  meeting of the director and shareholders of the club's general  partner.,1
"Xbox game could make \$75 million in 24 hours, give Grand Theft Auto a run for its money. NEW YORK (CNN/Money) - How big is  quot;Halo 2 quot;?",3
"US forces have stepped up pressure on Iraqi fighters in Falluja, using AC-130 aircraft and tanks to pound eastern and northwestern areas of the town.",0
"com. So good that he was named to his first All-Star Game, voted in by the players as the backup to second baseman Jeff Kent. And it was capped on Tuesday, when Loretta won his first Silver ",1
"China Mobile Communications, currently the largest operator of mobile communication services in China, will establish a 3G (third-generation) experimental network in Beijing at the beginning of next year, according to the China-based Xinhua Online.",3
"Falconbridge Ltd., the world #39;s third- biggest nickel producer, said third-quarter earnings rose more than eightfold as base-metal prices jumped.",2
A few broken steel wires and varying levels of corrosion have been found in the Forth Road Bridge #39;s support cables. The discovery was made during the first full-scale cable inspection in the bridge #39;s 40-year history.,3
Thousands of people have marched through cities across Germany in renewed protests against welfare cuts. ,0
"DUGWAY PROVING GROUND, Utah Sept. 8, 2004 - A space capsule holding atoms collected from solar wind was en route to a tricky rendezvous with Earth, offering scientists the first material NASA has brought back from space in nearly three decades.",3
"ORCHARD PARK, N.Y. -- Willie Parker, Brian St. Pierre, and James Harrison -- who are these guys, you might ask?",1
"Crude oil futures sank for a fourth straight day Friday, settling beneath \$43 a barrel for the first time in nearly three months and capping a 14 percent decline for the week.",2
AP - Rutgers basketball player Shalicia Hurns was suspended from the team after pleading guilty to punching and tying up her roommate during a dispute over painkilling drugs.,1
Mayor Anthony Williams is exploring ways to raise money to invest in neighborhoods and schools and allay critics of the mayor's plan to pay for a stadium.,1
Local government in UK says it didn't use the open-source OS as a bargaining chip; Microsoft was simply best option.,3
