param_annealing_alphas,param_clustering_loss_weight,param_embedding_extractor,best_matching,accuracy,ari,nmi
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 1, 1: 2, 2: 3, 3: 0}",0.8072100313479624,0.5739008703070418,0.5586773820745677
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 2, 3: 1}",0.8620689655172413,0.6730720726376864,0.6396866361820176
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 3, 2: 2, 3: 0}",0.786833855799373,0.5354007586251718,0.5143448940151325
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 0, 2: 3, 3: 2}",0.8025078369905956,0.5667546502987936,0.5523757849497863
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 2, 1: 0, 2: 3, 3: 1}",0.7021943573667712,0.48650073483915235,0.5097603103830127
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 0, 2: 2, 3: 3}",0.8009404388714734,0.5595469030320257,0.5479562774786956
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.8,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 2, 2: 3, 3: 0}",0.6833855799373041,0.4183870880024664,0.42162770974029506
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 2, 2: 3, 3: 1}",0.7413793103448276,0.4952164473034785,0.5132567327602668
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 0, 2: 1, 3: 2}",0.8432601880877743,0.6403599627929522,0.6198741214311255
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 2, 1: 1, 2: 0, 3: 3}",0.8119122257053292,0.581980014991352,0.5653267665495553
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 2, 2: 0, 3: 1}",0.7915360501567398,0.5612115465100962,0.5698857399428685
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 3, 2: 2, 3: 1}",0.8181818181818182,0.5921861133312297,0.5707117764626926
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 3, 2: 1, 3: 0}",0.7147335423197492,0.4901598018261301,0.5176137945333789
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 3, 2: 0, 3: 1}",0.7774294670846394,0.531310473739578,0.5251291594594125
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 3, 3: 1}",0.5689655172413793,0.3238513647732887,0.38376622062326216
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 2, 2: 0, 3: 3}",0.8244514106583072,0.6012942233943757,0.5798393188953318
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 3, 1: 2, 2: 1, 3: 0}",0.7053291536050157,0.41695891279302777,0.4209820102824247
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 2, 2: 0, 3: 3}",0.5987460815047022,0.3054259711404269,0.34279226275218816
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],0.9,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 0, 1: 1, 2: 2, 3: 3}",0.5470219435736677,0.30190119943382765,0.3392795770317368
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 2, 2: 0, 3: 3}",0.5752351097178683,0.37810254384248004,0.4192634200892495
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 1, 1: 2, 2: 3, 3: 0}",0.8683385579937304,0.6870838318742025,0.6519677304555203
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 3, 2: 2, 3: 1}",0.7899686520376176,0.556416686389678,0.5620709110408372
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 2, 2: 0, 3: 1}",0.5454545454545454,0.2968580186814664,0.33610910222018475
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 1, 1: 2, 2: 0, 3: 3}",0.6614420062695925,0.3833142513350692,0.4256905656491053
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 1, 2: 0, 3: 2}",0.786833855799373,0.5344609239115423,0.5290954222933891
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 3, 1: 0, 2: 2, 3: 1}",0.8025078369905956,0.5665124454665758,0.5496190984224186
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 2, 3: 1}",0.5611285266457681,0.2651072111499666,0.3287963588634465
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 0, 2: 2, 3: 1}",0.8119122257053292,0.5807978023996153,0.5672493437429349
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 3, 2: 1, 3: 2}",0.6551724137931034,0.40510589270404374,0.40729295271299165
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 2, 1: 1, 2: 0, 3: 3}",0.7382445141065831,0.4790609076826335,0.4862857160763989
[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.],1.0,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 0, 2: 3, 3: 2}",0.5721003134796239,0.2644969296473654,0.26067109147714634
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 2, 2: 1, 3: 3}",0.2993730407523511,0.0038744249078463593,0.04351256549942896
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.6896551724137931,0.4806941228360971,0.5060523550538835
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 1, 2: 2, 3: 3}",0.6489028213166145,0.4586825745283988,0.49748311331320866
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 2, 2: 1, 3: 3}",0.6692789968652038,0.33569976517702343,0.38117368381502487
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 2, 2: 3, 3: 1}",0.8181818181818182,0.5985198604322813,0.588969051520349
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 1, 2: 2, 3: 0}",0.829153605015674,0.6095150892211253,0.5871704972634068
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 1, 1: 2, 2: 3, 3: 0}",0.8260188087774295,0.6166433020972983,0.6148233410665791
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 0, 1: 2, 2: 1, 3: 3}",0.6347962382445141,0.40781528575917214,0.4689993622556964
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 3, 2: 2, 3: 0}",0.603448275862069,0.3276904880428928,0.341262096203061
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 2, 1: 0, 2: 1, 3: 3}",0.27899686520376177,0.00010808461217879296,0.006507646868674949
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 1, 2: 2, 3: 3}",0.6912225705329154,0.473549058361007,0.5082372859329888
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.1,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 2, 2: 3, 3: 0}",0.5799373040752351,0.326712475255579,0.32287776067078555
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 2, 1: 1, 2: 0, 3: 3}",0.5062695924764891,0.2963266413422169,0.4461969174995656
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 1, 1: 2, 2: 0, 3: 3}",0.768025078369906,0.5061581685110023,0.5003240664902701
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 3, 1: 2, 2: 0, 3: 1}",0.8369905956112853,0.6249844073884844,0.6080152731223463
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 2, 2: 1, 3: 0}",0.6614420062695925,0.4326668342287672,0.46345445129197693
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 3, 1: 2, 2: 1, 3: 0}",0.6316614420062696,0.4318011563747833,0.4734366564278885
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 3, 2: 2, 3: 1}",0.7836990595611285,0.5332165992187667,0.5619022860422193
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 0, 2: 1, 3: 3}",0.35266457680250785,0.026418008879490883,0.07884796161535547
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 2, 2: 3, 3: 0}",0.8056426332288401,0.5737277739261325,0.5615469971028212
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 2, 2: 0, 3: 3}",0.5909090909090909,0.33060535096954846,0.39440924948823847
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 2, 1: 3, 2: 0, 3: 1}",0.774294670846395,0.5034852633309456,0.49334154025743104
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 2, 2: 0, 3: 3}",0.731974921630094,0.4747413249232796,0.504885902982077
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.2,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 0, 1: 3, 2: 2, 3: 1}",0.512539184952978,0.21699641598654495,0.2795297532501653
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 3, 2: 2, 3: 0}",0.8181818181818182,0.6000505779253192,0.6102269215697973
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 1, 1: 0, 2: 2, 3: 3}",0.7727272727272727,0.5437800840857933,0.5662806618810617
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 0, 1: 3, 2: 1, 3: 2}",0.7539184952978056,0.5205953111745832,0.5641456329559089
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 1, 2: 0, 3: 2}",0.6128526645768025,0.27618358486302613,0.28941299366694384
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 2, 1: 3, 2: 0, 3: 1}",0.7554858934169278,0.49359227657679483,0.5081870302438782
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 2, 1: 3, 2: 1, 3: 0}",0.6159874608150471,0.3037489846982704,0.3416410217358915
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 0, 1: 3, 2: 1, 3: 2}",0.274294670846395,0.0,0.0
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 3, 2: 0, 3: 2}",0.8119122257053292,0.5858625113854613,0.6087167127059521
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 2, 1: 3, 2: 1, 3: 0}",0.7225705329153606,0.5023631925948506,0.540581174235484
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 1, 1: 0, 2: 2, 3: 3}",0.7978056426332288,0.5687857639467916,0.5843239842521838
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 3, 2: 2, 3: 1}",0.5297805642633229,0.21573317550754506,0.21633251694518732
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.3,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 0, 2: 3, 3: 2}",0.7398119122257053,0.4747431722475895,0.49723408087219745
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 0, 2: 2, 3: 3}",0.6520376175548589,0.4471685255953903,0.4829405930903831
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 1, 2: 2, 3: 0}",0.7304075235109718,0.499375516195408,0.5482361470418179
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 2, 1: 0, 2: 3, 3: 1}",0.8385579937304075,0.6288321155559232,0.606995757023882
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 0, 1: 3, 2: 2, 3: 1}",0.8385579937304075,0.6238400466306365,0.5976128744379359
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 0, 1: 1, 2: 2, 3: 3}",0.5595611285266457,0.3602957252795315,0.42881984801876805
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 0, 2: 2, 3: 1}",0.8479623824451411,0.6446290861830531,0.6119611985595319
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 3, 1: 1, 2: 2, 3: 0}",0.2727272727272727,-0.001664195696382883,0.003708506971395373
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 2, 3: 1}",0.6175548589341693,0.3444393242354335,0.3725362420334141
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 1, 1: 3, 2: 2, 3: 0}",0.8338557993730408,0.6148241704330195,0.5853206230413488
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 1, 1: 3, 2: 2, 3: 0}",0.6802507836990596,0.39806339241826977,0.44448109053968565
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 1, 1: 3, 2: 0, 3: 2}",0.7147335423197492,0.48434699682482774,0.5091246644277341
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.4,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 3, 2: 2, 3: 0}",0.43103448275862066,0.14089507204379345,0.1617213968495046
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 0, 1: 1, 2: 3, 3: 2}",0.2711598746081505,-0.00037417221092067864,0.0057875376227219345
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 3, 1: 1, 2: 0, 3: 2}",0.6943573667711599,0.49041011632746406,0.5187737631666973
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 1, 1: 0, 2: 2, 3: 3}",0.5517241379310345,0.3373690619612885,0.35980777102481837
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 2, 1: 0, 2: 3, 3: 1}",0.829153605015674,0.6141135738344268,0.597699061086435
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 2, 1: 0, 2: 1, 3: 3}",0.5736677115987461,0.3465475735188973,0.3907874015043828
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 3, 1: 0, 2: 2, 3: 1}",0.6112852664576802,0.3799271490156362,0.4010935423797068
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 3, 2: 0, 3: 1}",0.27586206896551724,5.319845731891215e-05,0.0031676077648279386
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 1, 1: 0, 2: 3, 3: 2}",0.6692789968652038,0.46783017446933073,0.48018621097664355
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 3, 1: 2, 2: 1, 3: 0}",0.5564263322884012,0.2824352659568542,0.3368951421122442
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 3, 2: 2, 3: 1}",0.7178683385579937,0.4771996875372002,0.5171455060098102
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 0, 1: 2, 2: 3, 3: 1}",0.7633228840125392,0.4883893789081962,0.48501580997770743
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.5,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 1, 1: 0, 2: 2, 3: 3}",0.5595611285266457,0.28230957418112007,0.3279692482331548
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 0, 2: 3, 3: 2}",0.6927899686520376,0.48695521065673225,0.5275313770470642
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 1, 1: 3, 2: 2, 3: 0}",0.8087774294670846,0.5601699132048094,0.5437227056969203
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 2, 1: 3, 2: 0, 3: 1}",0.8072100313479624,0.5777578772579348,0.5674813313463145
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 2, 1: 3, 2: 1, 3: 0}",0.8197492163009404,0.5999137085372769,0.599708948674841
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=5)","{0: 1, 1: 3, 2: 0, 3: 2}",0.8369905956112853,0.6270934989230674,0.605463212170558
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=6)","{0: 0, 1: 3, 2: 1, 3: 2}",0.7758620689655172,0.5122262393644721,0.5119394797685205
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=1)","{0: 2, 1: 0, 2: 1, 3: 3}",0.8119122257053292,0.5903029029054155,0.6134772192630492
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=2)","{0: 3, 1: 0, 2: 2, 3: 1}",0.8181818181818182,0.5944820835012129,0.5831716420483645
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=3)","{0: 0, 1: 3, 2: 2, 3: 1}",0.5642633228840125,0.37893279531648405,0.42812409482183306
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=4)","{0: 0, 1: 2, 2: 1, 3: 3}",0.7351097178683386,0.48471964410427604,0.4942197670988123
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=5)","{0: 3, 1: 1, 2: 2, 3: 0}",0.5188087774294671,0.1996217856924126,0.20979371576940944
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.6,"functools.partial(<function concat_mean_n_hidden_states at 0x7fb0485390d0>, n=6)","{0: 3, 1: 0, 2: 2, 3: 1}",0.5391849529780565,0.2957007285494148,0.3331328179536818
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=1)","{0: 1, 1: 3, 2: 2, 3: 0}",0.7633228840125392,0.5142226566392425,0.5320340389083662
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=2)","{0: 2, 1: 3, 2: 0, 3: 1}",0.768025078369906,0.5385692420053466,0.5658009017355021
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=3)","{0: 1, 1: 0, 2: 2, 3: 3}",0.7852664576802508,0.539949245099469,0.5373781149324374
[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],0.7,"functools.partial(<function concat_cls_n_hidden_states at 0x7fb048539040>, n=4)","{0: 3, 1: 1, 2: 2, 3: 0}",0.7899686520376176,0.5603527001655219,0.5765556865957565
