texts,labels
"BEIT LAHIYA, Gaza Strip - Israeli tanks and bulldozers pulled back from this Palestinian town Thursday, after tearing up roads, flattening strawberry greenhouses and knocking down walls of dozens of houses in what residents said was the most devastating raid in four years of fighting.    The two-day foray into Beit Lahiya was part of a major Israeli military offensive in the northern Gaza Strip, now in its third week...",0
"The European Union says it is not yet ready to lift a 15-year-old ban on selling arms to China, but is working toward that goal. The arms embargo dominated a one-day EU-China summit in the ",0
"As UEFA threatened to take soccer #39;s 2008 European Championships away from joint hosts Austria and Switzerland, other European countries started dusting off their defeated bids.",1
" CHICAGO (Reuters) - Department store operator J.C. Penney  Co. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JCP.N target=/stocks/quickinfo/fullquote""&gt;JCP.N&lt;/A&gt; posted higher third-quarter profit on Tuesday,  helped by stronger sales and fewer markdowns.",2
"The euro's growing strength against the US dollar is  quot;unwelcome, quot; the European Central Bank chief said yesterday as the 12-nation European currency hovered just below a record high.",2
" CROMWELL, Connecticut (Reuters) - Corey Pavin posted his  best score in 14 years, firing an eight-under-par 62 to take a  commanding three-shot lead after the first round of the  inaugural \$4.2 million Buick Championship on Thursday.",1
"KABUL, Afghanistan - Hamid Karzai's closest rival in Afghanistan's landmark election insisted Sunday he has a chance for victory, saying Karzai's commanding lead was based on early results and the election could turn on an investigation of fraud allegations.    Former Education Minister Yunus Qanooni told the Associated Press that he was preparing to be in the political opposition as the country moves toward Western-style democracy - though he added that whether he recognizes the results depends on the honesty of the probe into fraud complaints...",0
"A crisis, they say, is the best way to test the efficiency of a system. At the Wankhede Stadium, there was a crisis on the first morning when unseasonal showers showed up on the first morning of the final Test.",1
AP - FIFA's president criticized England captain David Beckham for deliberately getting himself suspended for a World Cup qualifier and urged the English Football Association to take action.,1
"Nigerian troops left for Sudan #39;s Darfur province on Monday as part of an African Union force mandated for the conflict-torn region, military officials said.",0
"AP - Spencer Stolpen, former president of the NBA's Charlotte Hornets, was sentenced to 15 months in prison Monday for scheming to defraud banks to pay off his mounting debts.",1
"AFC Enterprises Inc. plans to sell its Cinnabon subsidiary to Focus Brands Inc., an affiliate of Roark Capital Group, for \$30.3 million.",2
"Reuters - Barnes   Noble Inc. , the top\U.S. bookseller, on Monday said quarterly profit fell due to\higher expenses and weaker demand for bestseller titles,\sending its stock down more than 2 percent.",2
"Crude oil futures gained Friday as traders worried that labor unrest in Nigeria might cause fresh supply disruptions. On the New York Mercantile Exchange, crude oil for December ",2
"IRVING, Texas -- The Bears broke out throwback uniforms from their 1946 championship season for a national-television audience, but their offense remained stuck in the present.",1
 LONDON (Reuters) - World oil prices fell sharply again on  Tuesday as Iraq restored oil exports and hedge funds continued  the rush to take profits from record highs.,2
"Foster was only four yards short of tying Davis #39; team record of 178 rushing yards in one game. Davis accomplished that feat on October 26, 2003.",1
"The dream of bidding on an eBay auction, sending an e-mail or even making a cell phone call while 30,000 feet in the air came one step closer to reality yesterday.",2
"Friday's St. Louis Post-Dispatch reports on a controversial decision by Missouri's Secretary of State: the state of Missouri will be allowing soldiers stationed overseas to cast ballots via e-mail. Their absentee ballots will be scanned and converted to PDF files, which will be emailed to the Defense Department, printed out, and then faxed to Missouri.  I'm in favor of helping soldiers vote; this is a democracy, everyone should be able to vote. Yet I'm deeply skeptical of this proposal, for two reasons:  The plan depends on e-mailed ballots being printed out and faxed by the Defense Department but does not provide any safeguards against soldiers being sanctioned for how they have voted;  The transmission method is inherently technically insecure  ",3
"The Public Broadcasting Service said yesterday that it signed a deal to move its headquarters from Alexandria to Crystal City, where Charles E. Smith Commercial Realty has renovated offices and retail space to make the area more pedestrian-friendly and attract non-government tenants.",2
"Amgen Inc., the country #39;s largest biotechnology company, said Wednesday that third-quarter profit fell sharply because of charges related to the acquisition of Tularik Inc.",2
"Biometric and smart-card technology will replace passwords to verify ID, Microsoft head Bill Gates says. Again.",3
"AP - Three Georgian peacekeepers were killed in overnight shooting in South Ossetia, officials said Wednesday, while Russia scoffed at Georgia's appeal for foreign mediation in the breakaway region where daily exchanges of gunfire have stoked fears of war.",0
"NEC Corporation has announced the worldwide launch and availability of the SX series model  quot;SX-8, quot; the world #39;s most powerful vector supercomputer with a peak processing performance of a whopping 65 TFLOPS (trillion floating point operations per second).",3
" NEW YORK (Reuters) - U.S. stocks rebounded on Wednesday  morning after the government reported a bigger-than-expected  rise in crude oil inventories last week, triggering a sharp  slide in oil prices.",2
Official figures show that the US trade deficit widened to the second-highest level on record in August.,2
Afghanistan #39;s Taliban guerrillas reiterated on Wednesday that they had nothing to do with the kidnapping of three UN workers and said they opposed the use of women as hostages for the release of prisoners.,0
"ACC: After Virginia Tech beat Virginia, it all comes down to the Hokies visit to Miami next week. The winner earns the ACC #39;s BCS bowl bid.",1
"PeopleSoft Inc., in the midst of fighting a takeover bid from Oracle Corp., is  quot;in better shape quot; because of the departures of Chief Executive Craig Conway and a senior technology official, a director testified.",2
"NOVEMBER 12, 2004 (IDG NEWS SERVICE) - Novell Inc. today filed an antitrust lawsuit against Microsoft Corp., accusing the software vendor of unfairly eliminating competition for office productivity applications ",2
"North Korea is likely to return to six-party talks on its nuclear programs now that the US presidential election is over, Yonhap news agency quoted South Korean Foreign Minister Ban Ki-moon as saying on Thursday.",0
"NEW YORK The dollar fell against the euro and the yen amid optimism over Japanese growth and as traders awaited congressional testimony by the Federal Reserve chairman, Alan Greenspan.",2
"A guaranteed check for life is a beautiful thing. Unfortunately, that beauty is fading.",2
"Ever since the Republic of Somalia forcefully gained its independence from European colonialists in 1960, the country is plagued by a number of serious problems including clan based governments, bad governance, chronic corruption, nepotism, favouritism ",0
"Sony and other technology companies working to launch the next generation of DVD format, Blu-ray Disc, are planning to develop a smaller (8cm) version of the disc, Sony have said.",3
"AFP - China's largest manufacturer of personal computers Lenovo Group said it is in negotiations with a major information technology company, believed to be US-based IBM.",3
"This winter, rising oil prices will translate into higher heating bills for households.",2
"Gold medal-winning Marlon Devonish says the men #39;s 4x100m Olympic relay triumph puts British sprinting back on the map. Devonish, Darren Campbell, Jason Gardener and Mark Lewis-Francis edged out the American ",1
"MADRID -- Five small explosive devices detonated yesterday at Madrid gas stations along busy highways after a telephone warning from the armed Basque separatist group ETA, officials said.",0
Contract with Department of Defense is part of homeland security boom.,3
" WASHINGTON (Reuters) - President Bush on Monday chose  Carlos Gutierrez, the Cuban-born CEO of Kellogg Co, as his  nominee to be commerce secretary, his second selection of a  Hispanic for a second-term Cabinet.",2
The recently deposed world No.1 beating Poland #39;s Marta Domachowska 6-4 6-0 to reach the quarter-finals of the Generali Ladies Linz WTA tournament.,1
"MANILA -- President Arroyo ordered Monday the police and the military to intensify the manhunt for two Abu Sayyaf leaders, Khaddafy Janjalani and Abu Soliman, being the masterminds in the Superferry 14 bombing last February.",0
"AFP - The United States said it will push for a vote on its UN resolution on the bloodshed in Sudan's Darfur region, and offered strong words in the face of a possible veto from China.",0
The families of Black Watch soldiers based in Iraq said it would be a step too far to send British troops to support US efforts around Baghdad.,0
A series of bombings ripped through three banks Wednesday in downtown Buenos Aires killing one security guard and injuring a member of the bomb squad.,0
Reuters - Scientists and wildlife officials\continued to search Tuesday for what may have caused a series\of mass strandings which left 168 whales and dolphins dead on\Australian and New Zealand beaches in the past three days.,3
"Retiring president Sam Nujoma, founder of the state who has held office for 15 years, cast the first vote at a polling station in the capital, Windhoek.",0
"AP - The founder of Peru's Maoist Shining Path insurgency raised a defiant fist and proclaimed ""glory to Marxism"" in court Friday as the government retried him on terrorism charges a decade after he was sentenced to life in prison.",0
"Hershey Foods (down \$0.23 to \$56.35, Research), the nation #39;s largest snack-food company, said Thursday it is raising its candy prices.",2
Tinsel town has leant its magic to a new video game with a Hollywood cast and an 18 certificate. The eagerly awaited PlayStation 2 Grand Theft Auto game San Andreas is expected to sell 25million copies worldwide for about 40 each.,3
" ATHENS (Reuters) - Five weightlifters were banned from the  Olympics after failing drugs tests, officials said on Thursday,  as doping scandals continued to dominate the first week of the  Games.",1
AP - Wayne Levi tied a tournament record with an 8-under 64 and held a one-shot lead over Rodger Davis after the first round of the Constellation Energy Classic on Friday.,1
"AP - Even though Byron Leftwich's throwing arm is getting quite a workout, it probably won't help the Jacksonville Jaguars the next two weeks.",1
A British policeman was sentenced to two and a half years on Monday for passing on information to a Saudi Arabian embassy officer in London for money.,0
"US airlines have agreed to limit flights into Chicago #39;s O #39;Hare International Airport at peak periods to stem record delays that have slowed aviation nationwide, federal officials said on Wednesday.",2
"biz. Warner Music Group has signed a global licensing agreement with Melodeo Inc., marking the Seattle-based mobile music platform provider #39;s first deal with a major label.",3
"NEW YORK - Job worries helped push consumer confidence down in September for the second consecutive month, a New York-based private research group said Tuesday.    The Consumer Confidence Index fell 1.9 points to 96.8 from a revised reading of 98.7 in August, according to The Conference Board...",0
Industry analysts are predicting US regulators this month will refuse to approve Merck  amp; Co. #39;s new arthritis drug until at least 2006 because of heart attacks linked to its recalled sister drug Vioxx.,2
The government of Singapore and Telekom Malaysia Bhd. agreed to buy a 48 percent stake in India #39;s Idea Cellular from three companies for \$390 million to tap into India #39;s wireless market.,2
"To listen to Iraq's new police officers is to hear the voices of under-equipped and under-trained men, often unnerved by the danger but determined to work.",0
"The school bus, on its way to Athens from central Greece, collided with a truck. Thirty people were injured, 26 of them pupils in their.",0
Sven-Goran Eriksson hailed David Beckham #39;s strength of character in recovering from his Euro 2004 woes as he said:  quot;Criticism only makes him stronger. quot; ...,1
"WASHINGTON -- President Bush has decided to lift sanctions against Libya, which he expects to trigger the release of more than \$1 billion to families of PanAm Flight 103 victims, a senior administration official said yesterday.",0
THE odds on London winning the right to stage the 2012 Olympic Games shortened to 3-1 from 7-2 yesterday as the five rival cities delivered their bid documents to the IOC.,1
"If you're interested in taking your video with you, the Creative Zen and Datexx Pavio portable media players are worth a look. Product review by John Gartner.",3
"LOS ANGELES - Univision Communications Inc. said Monday it dropped a lawsuit against Nielsen Media Research Inc. over the firm #39;s new TV rating system, which the Spanish-language broadcaster claimed miscounts its viewers.",2
AFP - Australia batted cautiously in their second innings to build a lead of 300 runs over India with nine wickets in hand in the third cricket Test here.,0
"The information technology industry lost 403,300 jobs from the start of the recession in March 2001 to April 2004, with nearly half of those jobs disappearing after the recession #39;s official end, according to a new study.",2
"Sergio Garcia shot 4-under-par 67 in the wind Thursday to share the first-round lead at the Volvo Masters with fellow Spaniard Jose Manuel Lara, who was stung by a bee early in his round.",1
 TOKYO (Reuters) - Tokyo's Nikkei rose 0.3 percent by midday  on Tuesday as another jump in U.S. technology shares fueled  buying of local peers such as Tokyo Electron Ltd. and earnings  optimism again buoyed some miners.,2
"More than 70,000 people were forced to leave Real Madrid #39;s Bernabeu stadium on Sunday following a bomb scare. David Beckham and other Real Madrid players had to leave the pitch three minutes before the end of their 1-1 match against Real Sociedad.",1
"AOL (Quote, Chart) developers have rolled out a new version of its venerable Netscape browser, version 7.2. ",3
Google begins trading. Finally. Bill Mann's pretty tired of the navel-gazing.,2
"KABUL, 16 November 2004 - Afghan captors holding three UN workers hostage in Afghanistan extended a deadline yesterday for their demands to be met, blaming the US for disrupting negotiations aimed at securing the captives release.",0
"WHITE PLAINS, NY Dec 7, 2004 - Zina Garrison was given a one-year contract to stay on as US Fed Cup captain, while Billie Jean King retired Tuesday as a coach for the team.",1
"Red Hat (NOVL:Nasdaq - news - research) got its second upgrade in two week Tuesday, and promptly leaped northward. In recent trading, shares of the Linux Vendor were up \$1.42, or 10.6, to \$14.84 in heavy volume.",2
"High performance with low power, the removable memory card which is smaller than the size of a thumbnail, is expected to revolutionize cell phone designs.",3
Primera Liga side Villarreal has confirmed the signing of Luciano Figueroa from Mexican club Cruz Azul in a transfer worth a reported three million euros (\$A5.1million).,1
NOW heres something else thats off the mind. Theres no more need to make mental or computer notes while searching the Internet.,2
"PUNTERS willing to risk a wager on Scotland tomorrow face a tougher test than usual. With Berti Vogts in charge, the safest punt was backing our opponents and we suffered some horrendous friendly ",1
"AP - With a Sunday charge that would have made his namesake Arnold Palmer proud, Ryan Palmer birdied four straight holes down the stretch and closed with a 10-under 62 to win the Funai Classic at Disney by three shots over Vijay Singh and Briny Baird.",1
"MOJAVE, Calif. -- SpaceShipOne corkscrewed its way into space yesterday, succeeding in its first of two runs for the \$10 million X Prize, but not before prompting the event #39;s otherwise effusive commentator to drop an octave and utter,  quot;Uh-oh.",3
 NEW YORK (Reuters) - U.S. stocks barely budged on Wednesday  as a 2-week high in crude oil prices limited gains by  reigniting worry about energy costs eating into corporate  profits and consumer spending.,2
"AP - Forget finding an Internet cafe. For less than what it costs to build a small library, city officials believe they can turn all 135 square miles of Philadelphia into the world's largest wireless Internet hot spot.",3
AP - Federal authorities on Thursday indicted 19 people in the United States and abroad on charges related to a Web site investigators claimed was one of the largest online centers for trafficking in stolen identity information and credit cards.,3
Cardinals defensive tackle Kenny King will miss the season after undergoing surgery to repair tendons in his wrist on Wednesday.,1
"Microsoft has released a swathe of new figures related to Bungie #39;s Xbox opus, Halo 2, revealing that the title has now sold over five million units worldwide and become the most popular game in the history of Xbox Live.",3
"By MAY WONG    SAN JOSE, Calif. (AP) -- Forget about a better mousetrap...",3
"General Motors Corp. (GM.N: Quote, Profile, Research) and Ford Motor Co. (FN: Quote, Profile, Research) on Wednesday posted weaker US vehicle sales for October after ",2
Johnson  amp; Johnson (JNJ:NYSE - news - research) said Wednesday night that it would acquire medical equipment maker Guidant (GDT:NYSE - news - research) for \$23.9 billion in cash and stock.,2
"This is the second Rocky video game in two years -- even though it's been 14 years since the last ""Rocky"" flick.",3
"Hurricane Frances' wind and water whacked swaths of Florida with fire-hose force Sunday, submerging entire roadways and tearing off rooftops even as it weakened to a tropical storm and crawled inland with heavy rain. More than 5 million people lost power.",0
"Saudi Arabia, Kuwait and the United Arab Emirates, which account for almost half of OPEC #39;s oil output, said they #39;re committed to boosting capacity to meet soaring demand that has driven prices to a record.",2
"Yuta Tabuse has signed for Phoenix, boosting his hopes of becoming the first Japanese player to see action in the NBA. The 23-year-old guard, who took part in the Denver Nuggets #39; pre-season training camp last ",1
"A MAJESTIC Carlos Moya tamed world No2 Andy Roddick 6-2, 7-6, 7-6 yesterday to clinch the Davis Cup for Spain. The popular Majorcan erased the heartache of missing Spains maiden triumph in 2000 by bringing ",1
"Saturday #39;s Chevy Rock  amp; Roll 400 at RIR was the season #39;s 26th event, the last chance for drivers to qualify for the 10-race Chase, NASCAR #39;s version of team-sport playoffs.",1
"Reuters - China will decide whether to ease or\tighten restrictions on credit and investment after reviewing\economic data for August due this month, central bank governor\Zhou Xiaochuan said on Monday.",2
Silicon Image #39;s new lower-cost storage appliance should be more palatable to small and midsize businesses. By Martin J. Garvey.,3
"Roh's move to do away with the security law has become the latest symbol of an ideological battle now raging in South Korea over whether detente with the North is happening too fast, too soon.",0
"Reuters - The New England Patriots\Monday announced the signing of first-round draft pick Benjamin\Watson. As per team policy, terms of the tight end's deal were\not released.",1
Delhi says it will join three-way talks with Assam and separatists to end violence in the north-eastern state.,0
The Bank of England was handed an unexpected dilemma yesterday as factories suffered their worst fall in output for two years but house prices bounced back sharply.,2
"TOKYO (AP) -- Japan's Sony Corp. (SNE) will begin selling a computer and home-server system in Japan with 1,000 gigabytes of hard-drive storage - enough to record six TV channels for a week straight - the company said...",3
Sprinter Jerome Young was banned for life by the US Anti-Doping Agency on Wednesday following the former 400-metre world champion #39;s second positive test for an illegal steroid.,1
"Researchers say they have identified brain cell receptors that appear to be responsible for nicotine addiction, a finding of clear importance for smokers who are desperately trying to kick the habit.",3
"The high and low ends of the fiberglass fashion world seem to be converging on one focal point: a bigger, sexy derriere.",0
US software giant Microsoft Corporation has expanded a program giving government organizations access to some of its tightly guarded software blueprints.,3
"The Nepalese capital, Kathmandu, has been hit by bomb blasts on the third day of a blockade called by Maoist rebels. Nepalese business leaders are calling for a cease-fire between the government and the rebels. ",0
"AP - This Georgia-Auburn game has it all: star quarterbacks, stingy defenses, talented running backs and high stakes. It's got No. 3 Auburn trying to remain in the national championship hunt and avenge losses the last two years to one of its biggest rivals, and No. 8 Georgia jockeying for a spot in the Bowl Championship Series.",1
British Prime Minister Tony Blair was recovering Saturday after successfully undergoing treatment to correct an irregular heartbeat -- but speculation about who will succeed him raged in his party.,0
SEVEN Swiss firefighters were presumed dead today after they were trapped under the collapsed roof of a burning underground car park.,0
Federal Communications Commission Chairman Michael Powell yesterday unofficially recommended that the agency approve Cingular Wireless #39; proposed \$41 billion purchase of Redmond #39;s AT amp;T Wireless.,2
"(Sports Network) - Johan Santana continues his push for the American League Cy Young Award, as he takes the ball for the Minnesota Twins in the opener of a three-game series against the visiting Chicago White Sox.",1
"Leroy Gordon Cooper, one of the nation #39;s first astronauts who once set a space endurance record by traveling more than 3.3 million miles aboard Gemini 5 in 1965, died on Monday, NASA said.",3
Auto and Truck component supplier ArvinMeritor Inc. on Wednesday said it sold its Roll Coater Inc. coil coating unit for about \$162.5 million to an affiliate of private equity firm Willis Stein  amp; Partners.,2
"Seattle Mariners right fielder Ichiro Suzuki produced four hits on Wednesday, reaching his 247th this season and only 10 shy of the Major League record of most hits in a single season.",1
AP - A federal judge on Friday dismissed an antitrust complaint against a key Internet oversight group brought by a company that controls directories for guiding Internet users worldwide.,3
The senior Shiite cleric #39;s spokesman says that Muqtada al-Sadr #39;s army will abandon the Imam Ali shrine today. BY HANNAH ALLAM.,0
US stock futures predict that Wall Street will open sharply higher this morning on expectations that President Bush will likely win the election.,2
"The world #39;s oil supply is expected to be stretched thin for another two to three years, even as demand tapers off and the industry gears up for an exploration and production spending spree in 2005.",2
" STOCKHOLM (Reuters) - DaVita Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DVA.N target=/stocks/quickinfo/fullquote""&gt;DVA.N&lt;/A&gt; agreed to buy the  U.S. kidney-care clinics of Sweden's Gambro AB &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GAMBb.ST target=/stocks/quickinfo/fullquote""&gt;GAMBb.ST&lt;/A&gt; for  \$3.05 billion in a deal that would make it the top dialysis  services company in the United States.",2
"Lake Forest - Rex Tucker started his first regular-season game in more than two years Sunday, filling in at right guard in place of Mike Gandy, who was sidelined with a strained hamstring.",1
"LOS ANGELES : A South Korean Boeing 747 carrying hundreds of passengers came within 12 second of hitting another jet at Los Angeles airport after a ground traffic control mix-up, a report showed.",2
"ABIDJAN, Ivory Coast -- An exodus of foreigners from Ivory Coast showed no signs of easing yesterday as African leaders prepared to seek ways to end the crisis in the West African country.",0
"LOS ANGELES - Oscar-winning actress Charlize Theron was injured while shooting her new Paramount film, ""Aeon Flux,"" in Germany, but her representatives aren't saying how badly she was hurt.    Theron suffered the unspecified injury while doing her own stunts in a wire-hanging action sequence, the movie's publicist, Jeanmarie Carrasco, told The Associated Press Tuesday...",0
 NEW YORK (Reuters) - The National Basketball Association  suspended All-Star Ron Artest for the rest of the season and  Indiana Pacers team mates Stephen Jackson for 30 games and  Jermaine O'Neal for 25 following Friday's ugly brawl.,1
Reuters - Sri Lanka's government launched a new all-party forum on Monday to discuss how best to turn a two-year truce with Tamil Tiger rebels into permanent peace -- but a clutch of opposition parties stayed away in a boycott.,0
"AP - Roger Clemens can relax. For now, Pete Munro is the Houston Astros' pick to pitch them into the World Series.",1
" BAGHDAD (Reuters) - Iraq's interim government, preparing  for an election next month while fighting a bloody insurgency,  asked some of Saddam's Hussein's disbanded army to come back to  work on Wednesday.",0
" quot;I think the start was very mixed, quot; said Howard Davidowitz, chairman of Davidowitz  amp; Associates, a national retail consulting and investment banking firm in New York.",2
"Berti Vogts made his reputation as a tenacious player and now the Tartan Army are finding him a difficult manager to shake off. It is now two weeks since the 2,000 fans who travelled ",1
AP - Annika Sorenstam felt as if she had hit a wall in the ADT championship.,1
"Dutch food retailer Royal Ahold NV said income from its U.S. retail operations plunged 30 percent in the second quarter, blaming sluggish performance at Giant Food and Stop   Shop Stores, its two biggest American chains.",2
"They did it for the old folks in Presque Isle, Maine, and White River Junction, Vt. They did it for the baby boomers in North Conway, N.H., and Groton, Mass. They did it for the kids in Central Falls, R.I., and Putnam, Conn.",1
"ARLINGTON -- A labor dispute may sideline professional hockey for the season, but recreational players are lacing up their skates and hitting the ice -- eager to slap-shoot their way through another New England winter.",2
SUZUKA (Japan) - Michael Schumacher led the wet Friday practice for the Japanese Grand Prix with teams casting a wary eye to the skies with a typhoon approaching.,1
"NEW YORK - Stocks inched higher in quiet trading Wednesday as a pair of government reports offered conflicting signals about the economy and oil prices declined.    Despite the modest rise in share prices, investors have been in no hurry to commit new money to stocks...",0
"NEW YORK - Maria Sharapova's drive to win another Grand Slam title got dashed Saturday when tennis' newest ""It"" girl lost to Mary Pierce 4-6, 6-2, 6-3 in the third round of the U.S. Open...",0
"AFP - Unable to set aside their differences in Los Angeles, Kobe Bryant and Shaquille O'Neal will now be facing new challenges with teams on either side of the continent.",1
Design and performance issues hold back this very cool idea.,3
AP - The New Mexico Museum of Space History will be shipping names to the stars with the first X-Prize launch into space.,3
Olympic supremo Jacques Rogge Sunday offered gold medals all round to Athens for organizing a superb Olympics after years of doom and gloom leading up to the opening.,1
"DRIVERS can look forward to cheaper petrol in the new year, with price cuts expected of up to 10c a litre. Oil ministers of the Organisation of Petroleum Exporting Countries (OPEC) agreed in Cairo on Friday ",2
"America Online launched on Wednesday the latest version of its instant messaging software, expanding support for sharing pictures and adding several subscription-based features.",3
"Pakistani jet fighters and helicopter gunships pounded what the military called a terrorist training camp near the Afghan border on Thursday, killing at least 50 mostly foreign militants.",0
Pakistan #39;s President Pervez Musharraf has arrived in Britain for talks with UK Prime Minister Tony Blair. General Musharraf was given a red carpet welcome after landing on a flight from Washington where he held talks with US President George Bush.,0
"Expert says most companies still need to improve governance and raise ethics of those at the top. By Jay Loomis. Nell Minow has never been afraid to confront the power brokers in corporate America, first as ",2
"CLAMART, France The mystery surrounding Yasser Arafats illness broadened Thursday as the Palestinian leader at various times was said to be in a coma, in stable but serious condition, very critically ill, and then dead - until reports of his death ",0
"GEORGE TOWN, Cayman Islands - A strengthened Hurricane Ivan headed toward the tip of western Cuba with 160 mph winds Monday after pummeling the Cayman Islands with flooding that swamped homes and fierce winds that ripped off roofs.    The slow-moving, extremely dangerous Category 5 storm, one of the strongest on record to hit the region, killed at least 68 people across the Caribbean before reaching the Caymans, and threatens millions more in its projected path...",0
"Senior Congolese officials charged Tuesday that Rwandan President Paul Kagame had made good on his threat to invade, claiming Rwandan troops had crossed into eastern Congo and were clashing with militias there.",0
"Egyptian government spokesman Magdy Rady linked to the Israeli military operation against the Palestinians in the neighboring Gaza Strip, where 84 Palestinians have been killed in an Israeli offensive that began on Sept.",0
"Los Angeles Clippers #39; Chris Wilcox, middle, dunks as the Golden State Warriors #39; Troy Murphy, right, and Jason Richardson look on in the first half on Friday, Nov. 26, 2004, in Oakland, Calif.",1
"CBC SPORTS ONLINE - Marion Jones pulled out of Sunday #39;s Golden League track and field meet in Berlin because of back pain, and organizers said she wouldn #39;t compete again this year.",1
"AP - Consumer prices  #151; stoked by more expensive gasoline as well as pricier fruits and vegetables  #151; heated up in October, rising by 0.6 percent, the biggest gain in five months.",2
"Reuters - India said on Saturday the United States had lifted export restrictions on equipment for India's commercial space programme and nuclear power facilities, opening the way for greater cooperation in the two sectors.",0
New guidelines to bring order to the global Internet domain name market and enhance the flow of electronic commerce came into effect on Friday.,3
"AP - Tennessee Titans quarterback Steve McNair returned to the starting lineup Sunday, but running back Chris Brown was inactive against the Jacksonville Jaguars.",1
" CHAPEL HILL, N.C. (Sports Network) - Rashad McCants scored  a game-high 28 points to lead No. 9 North Carolina over  eighth-ranked Kentucky, 91-78, as the nation's two winningest  programs battled at Dean Smith Center.",1
Napster founder Shawn Fanning has returned to the online downloading arena with the approval of some significant members of the music industry.,3
"Organisations such as al-Qaeda, ETA en PKK are copying Nigerian scams to fund terrorism, two Dutch experts told Dutch daily De Telegraaf this week.\",3
"France #39;s Sebastien Loeb won his first world rallying title by finishing second in the Rally of France. He succeeded Didier Auriol, who was France #39;s only other world champion a ",1
"Three explosions shook popular resorts on Egypts Sinai Peninsula, where Israelis were vacationing Thursday night at the close of a Jewish holiday, Egyptian officials and witnesses said.",0
"JUST AS it seemed like Sourav Ganguly #39;s worst days were over, the India skipper finds himself in a soup again. This time, for being on the wrong side of the law.",1
The man who became Enron Corporations chief financial officer only a month after the energy giant declared bankruptcy has resigned.,2
"Banco Bilbao Vizcaya Argentaria, the No.2 Spanish bank, agreed Tuesday to buy Laredo National Bancshares for \$850 million to gain more customers in the US Southwest.",2
" MOSCOW (Reuters) - Police in the Russian region of Chechnya  have new orders to open fire on anyone wearing a mask, the  local interior minister was quoted as saying Thursday.",0
"EA announce the first expansion pack for The Sims 2, giving you the ability to send your kids to university... One of the key features that kept The Sims constantly engaging to fans of the title were the multitude ",3
"SPACE.com - Wednesday, Sept. 22 marks what scientists call the fall equinox in the Northern \  Hemisphere, when night and day are of equal length and cooler weather is on \  the way -- if it hasn't already arrived.",3
"An adult Web site publisher is suing Google, saying the search engine company made it easier for users to see the site #39;s copyrighted nude photographs without paying or gaining access through the proper channels.",3
"Fresh from a painful parliamentary defeat, Prime Minister Ariel Sharon of Israel said yesterday he will turn to his old rivals in the Labor ",0
"Reuters - Four Australian men have committed\suicide after being caught up in an investigation into child\Internet pornography that has resulted in more than 200\arrested and charged for 2,000 offences, police said on\Saturday.",3
"Sasa Ilic hits a hat-trick for Partizan Belgrade in a 4-0 win over Egaleo, plus Thursday's other matches.",0
"Looks like the Philippines, despite itself, has survived the election without excessive violence, major civil unrest, or untoward People Power eruptions. GMA finally has that elusive electoral mandate, and the air of uncertainty that pervaded Manila in the weeks leading up to the election has given way to (for some) an air of cautious optimism or (for others) resignation that nothing ever changes much in the Philippines and that the strong leadership and fundamental changes needed to save the country are long shots.",2
" ATLANTA (Reuters) - Delta Air Lines Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DAL.N target=/stocks/quickinfo/fullquote""&gt;DAL.N&lt;/A&gt; said on  Wednesday it would cut 6,000 to 7,000 jobs, or about 10 percent  of its work force, over the next 18 months and drop Dallas/Fort  Worth as a hub as it tries to avert bankruptcy.",2
Tupe Peko didn #39;t practice Wednesday because he hurt his right foot in last week #39;s 49-14 victory over Houston. Rick DeMulling has been limited in practice because of a bruised chest.,1
"Microsoft is targeting late 2006 for the release of Longhorn, the long-awaited and ambitious successor to Windows XP. A server version is slated for 2007.",3
"AFP - US Secretary of State Colin Powell will tell a Senate panel whether the United States believes genocide is being committed in the western Sudanese region of Darfur, the State Department said.",0
Andy Cole #39;s six-game suspension over last month #39;s brawl at West Bromwich was cut to four on Thursday after an appeal to the English Football Association.,1
"Dell has upgraded its X30 with the X50 range of handhelds with three new models. The new Axim handheld computers offer Intel XScale Processors up to 624MHz, integrated Wi-Fi 802.",3
Oracle says its new E-Business Suite 11i.10 will improve business process automation and operating efficiency across an enterprise.,3
"UN Security Council members have arrived in Nairobi for a two-day meeting devoted to the conflicts engulfing Sudan, including the western Darfur region.",0
"AFP - Prime Minister Tony Blair attended a memorial service in the northwestern English city of Liverpool for Kenneth Bigley, who was beheaded last month after being taken captive in Iraq.",0
"Goldman Sachs Group Inc. and Lehman Brothers Holdings Inc. said fiscal third-quarter earnings rose more than expected, led by gains in bond and commodities trading and higher fees from mergers and acquisitions advice.",2
"France said it will maintain its law banning Muslim scarves and other signs of religious belief in state schools, rejecting a demand by the Iraqi kidnappers of two French reporters for its revocation.",0
 BUDAPEST (Reuters) - Hungary's new prime minister looked to  have scored a major victory on Sunday when the opposition  failed to garner enough votes to pass a referendum giving  citizenship to millions of Hungarians abroad.,0
