,texts,labels
377,"All the retirement talk has stalled for Lindsay Davenport. Eighteen straight wins, four consecutive tournament titles, and a personality and tennis game that have dominated this week #39;s Western  amp; Southern Women #39;s Open.",1
378,The union for United Airlines flight attendants promised Friday to fight the company over every dime of its plan to impose an additional \$725 million ,2
379,"Reuters - The illicit trade in tiger and leopard\skins has reached alarming proportions, posing a serious threat\to the survival of the big cats, a conservation group said\Wednesday.",3
380,"AP - Recording companies looking to wring more profits out of music sales are hoping to sell retailers on a new hybrid disc. On one side is standard CD audio; on the other, the enhanced sound, video and other media capabilities of a DVD.",3
381,HP IS TO release the final Alpha processor on Monday bringing to an end the chip that had a cult following for the last 14 years. ,3
382,1540CET-- The European Union ambassadors have agreed to recommend lifting the EU bloc #39;s arms embargo on Libya following pressure from Italy and ,0
383,"TORONTO -- Royal Bank #39;s RBC Insurance is selling Liberty Insurance Services Corp., its US business process services division, to IBM Corp.",2
384,"Just days after it announced deep job cuts in Europe, the General Motors Corporation is battling a wildcat strike at one of its biggest German auto plants, and a threat of wider disruptions.",2
385,We will soon get more singles off the net than from the shops - and Apple #39;s iPod is leading the way. James Hall reports. It #39;s Wednesday lunchtime on London #39;s half-empty Regent Street and the sleek new store ,3
386,I've been explaining quite a bit of late about a new federal law that allows banks to convert your checks to digital images.,2
387,"QXL Ricardo, the UK's version of internet auction site Ebay, scores a victory in its bid to win back control of its ""stolen"" Polish arm.",2
388,"President Bush announced Monday the nomination of Kellogg Co. Chairman and CEO Carlos Gutierrez to be secretary of Commerce, calling him  quot;an experienced manager and an innovative ",2
389,"ELEANOR HALL: Hundreds of French reinforcements have been sent to stop escalating violence in Ivory Coast. On the weekend, thousands of demonstrators took to the streets of the commercial capital Abidjan to ",0
390,"A US Embassy spokesman said Tuesday that an American, a Nepalese, a Filipino and an Iraqi remain hostages after a kidnapping raid Monday night in Baghdad.",0
391,"A technology that delivers internet audio programs directly to iPods and other MP3 players, podcasting is gaining a following among people who can't listen to their favorite shows when they're live. By Daniel Terdiman.",3
392,"Mortgage giants Freddie Mac and Fannie Mae receive special government perks that yield few benefits for society at large, but create significant potential social costs, according to a new report by the Cato Institute.",2
393,"Wasting little time in its search for a new football coach, Notre Dame will meet with Utah Coach Urban Meyer on Thursday.",1
394,"US businesses added 96,000 jobs to payrolls in September, the government has reported, a weaker-than-expected total that is expected to sharpen a presidential debate later in the day over the economy #39;s direction.",2
395," ATHENS (Reuters) - Venus Williams's bid for a second  successive Olympic doubles tennis gold ended on Monday when she  and stand-in partner Chanda Rubin lost 7-5, 1-6, 6-3 to Chinese  eighth seeds Li Ting and Sun Tian Tian in the first round.",1
396,DAVID HARDAKER: Celebrations have continued in Italy overnight following the homecoming of the two Italian aid workers who were taken hostage in Iraq three weeks ago.,0
397,"NOVEMBER 22, 2004 (IDG NEWS SERVICE) - PeopleSoft Inc. won #39;t discuss a sale to Oracle Corp. for a price of \$24 per share, the company #39;s board of directors told Oracle CEO Larry Ellison in a letter on Saturday.",2
398,The Nairobi residence of the newly elected Somali president is reportedly attacked by unknown gunmen.,0
399,A Palestinian delegation headed by the chairman of the Palestine Liberation Organization PLO Mahmoud Abbas is to start a visit to Syria today.,0
400,Technology to Drive Changes in Search Engine Marketing\\The coming years will be much more interesting as the business of search transits from its adolescence into adulthood. Search engine marketing has matured and is now viewed as an important component in mainstream marketing. The environment is going to change becoming more ...,3
401,"Top Internet service providers began a second coordinated legal blitz against spammers yesterday, filing seven lawsuits under the CAN-SPAM Act.",3
402,"Dwight Phillips of the United States proved he is the best long jumper in the world this year, winning the men #39;s final tonight with a massive first leap of 8.59 meters at the Olympic Games here on Thursday.",1
403,Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,0
404,"AP - The Chinese were consuming fermented beverages  #151; possibly wine  #151; as long as 9,000 years ago, according to scientists who used modern techniques to peer back through the mists of time.",3
405,"AP - Alarmed by software glitches, security threats and computer crashes with ATM-like voting machines, officials from Washington, D.C., to California are considering an alternative from an unlikely place: Nevada.",3
406,"Executives at the British operations of Marsh  amp; McLennan, the world #39;s largest insurance broker, breathed a sigh of relief yesterday after law firm ",2
407,"Chelsea chief executive Peter Kenyon has criticised the seven-month ban handed out to Adrian Mutu, claiming the FA had shown themselves to be  #39;weak over the issue of drugs #39;.",1
408,Several Half-Life 2 users who finally got the long-delayed game into their hands yesterday got exactly what they didn #39;t want--more delays.,3
409,"AP - Federal regulators proposed a record indecency fine of nearly  #36;1.2 million Tuesday against Fox Broadcasting Co. for an episode of its reality series ""Married by America"" that included graphic scenes from bachelor and bachelorette parties.",0
410,This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.,3
411,"Two US soldiers, including one from Carson, have been charged with murder in the death of an Iraqi civilian, the 1st Cavalry Division announced Monday.",0
412,An independent researcher finds an Internet Explorer vulnerability that could turn drag-and-drop into drag-and-infect.,3
413,"The farms served by the Central Valley Project, the country's largest irrigation system, get about 20 percent of California's water supply.",3
414,Microsoft Corp. said it is cutting a net total of 49 jobs from its Windows Server division as part of a shift to more automated software testing and changes in the way it produces technical documents.,3
415,"Reuters - President Bush tried to help break a\deadlock in the Northern Ireland peace process on Friday,\telephoning Protestant leader Ian Paisley as negotiations\ground on in London and Belfast.",0
416,"BAIKONUR, Kazakhstan -- A Russian rocket carrying a new Russian-US crew to the international space station lifted off from the Baikonur cosmodrome early today.",0
417,"Bloomfield Hills, MI (Sports Network) - Colin Montgomerie teamed with Padraig Harrington Friday morning to defeat Tiger Woods and Phil Mickelson 2  amp; 1 to the lead European squad to a 3 1/2 - 1/2 lead after the morning fourball matches at the 35th Ryder Cup ",1
418,"UNITED NATIONS - President Bush delivered an unapologetic defense of his decision to invade Iraq, telling the United Nations Tuesday that his decision ""helped to deliver the Iraqi people from an outlaw dictator."" He appealed to the world community to join together in supporting the new Iraqi interim government.    Bush's speech to the U.N...",0
419,"Air New Zealand said on Tuesday the Australian Competition Tribunal had approved a proposed alliance with Australia #39;s Qantas, despite its rejection in New Zealand.",2
420," CHICAGO (Reuters) - Avon Products Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AVP.N target=/stocks/quickinfo/fullquote""&gt;AVP.N&lt;/A&gt; on Friday  posted a 33 percent increase in third-quarter profit, but  continued concerns over weakness in the United states pushed  the stock 7 percent lower.",2
421,"The launch of the Russian spacecraft carrying a replacement crew for the international space station was delayed for the second time in two weeks Tuesday, raising questions about whether ",3
422,"A Palestinian teenager laden with explosives walked into a crowded outdoor market and blew himself up Monday, killing three Israelis, wounding 32 and scattering bloody vegetables and spices along the ground.",0
423,AP - Manchester United's largest fan group is launching a registration drive to stop U.S. businessman Malcolm Glazer from buying the Premier League club.,1
424,"WASHINGTON - President Bush isn't the only world leader facing doubts about his handling of the war on terror. People in Australia, Italy and Britain also harbor reservations about how well their nation's leaders are holding terrorists at bay...",0
425,"The appliance maker freezes pay and asks workers to quit, but rewards its executives with stock options.",2
426,"Eastern Germany sees more mass protests over welfare cuts, with smaller rallies in western cities.",2
427,"Technology which could help produce a nuclear bomb has gone missing in Iraq since the invasion, the UN warns.",0
428,"Intel added a faster Pentium M processor speed-grade to its Centrino chip-set bundle for laptops onn Wednesday (Oct. 20). The Pentium M 765 runs at 2.1-GHz, packs 2-Mbytes of level 2 cache, and uses Intel #39;s ",3
429,Scotland manager Berti Vogts declared he does not expect to be sacked following Saturday #39;s 1-0 home defeat at the hands of Norway.,1
430,"Sep. 03, 2004 From the September 06, 2004 CRN. Microsoft #39;s decision to cut WinFS out of the Longhorn Windows client upgrade for 2006 is causing a crisis of confidence in the channel.",3
431,"AFP - Hoaxers imitated the BBC news website on the Internet, including a fake announcement that King Carl XVI Gustaf of Sweden had been assassinated in Athens while attending the Olympic Games, according to reports.",0
432,Bangkok (VNA) - The Vietnamese Government has shown its determination in the fight against the illegal trade in wild animals and plants as well as its goodwill in the implementation of the Convention on International Trade in Endangered Species (CITES) by ,3
433,"Google, the world #39;s most popular search engine announced the launch of a beta desktop search utility application that goes beyond basic web search.",3
434,"Formula One champion Michael Schumacher escaped uninjured yesterday after a high-speed crash during a testing session. Schumacher #39;s Ferrari was seriously damaged in the crash, which was ",1
435, NEW YORK (Reuters) - It is back to business for U.S.  initial public offerings and time to see if the market for new  issues can pull out of its end-of-summer slump.,2
436,"The Ministry of National Defense said yesterday 2,800 South Korean troops sent to aid the US-led occupation of Iraq have arrived safely in the Kurdish north of the country.",0
437,"While Willie Randolph remains the leading candidate to become the next Mets manager, GM Omar Minaya hasn #39;t made a final decision.",1
438,"The chip maker now expects revenue of between \$8.3 billion and \$8.6 billion due to lower-than-expected worldwide demand for its processors as well as ""customer reductions in component inventory levels.""",3
439, CHICAGO (Reuters) - Oil prices closed higher on Friday for  the first time in a week as worries lingered about  supply  disruptions from Iraq even after Thursday's deal between  Shi'ite religious dealers seeking peace in the city of Najaf.,2
440,The DuPont Co. agreed to a settlement potentially worth more than \$340 million Thursday to resolve allegations the chemical giant contaminated drinking water in West Virginia ,2
441," LONDON (Reuters) - The dollar won a reprieve against other  major currencies on Tuesday, bouncing off last week's record  low versus the euro as markets grew cautious ahead of words  from the European Central Bank chief and U.S. data.",2
442,Kurt Busch is the only driver among the 10 in NASCAR #39;s Chase for the Championship who #39;s done everything right. But he admits that may not be enough to help him win his first championship.,1
443,Qwest has been under investigation by the SEC and the Justice Department over allegations that it inflated revenue by incorrectly booking network-capacity deals to meet revenue expectations.,3
444,Intermec Technologies Corp. has suspended a licensing policy for use of its radio frequency identification patents in order to help create one industrywide standard for the technology.,3
445,"Motorola is working with MasterCard to introduce a ""lifestyle changing"" credit card phone by year's end.",3
446,"A judge sentenced a former London police officer to 2 1/2 years in prison Monday for spying on Saudi dissidents and others in Britain in exchange for \$25,000 from a diplomat representing Saudi Arabia.",0
447,"AP - NASCAR star Dale Earnhardt Jr. was knocked out of first place in the Nextel Cup by a slip of the tongue. Earnhardt was docked 25 points and fined  #36;10,000 by NASCAR on Tuesday for cursing during a TV interview after his victory at Talladega Superspeedway.",1
448,"Ken Caminiti #39;s power hitting, defensive acrobatics, and a rugged appeal that reached even nonbaseball fans made him one of San Diego #39;s premier athletes, and helped lay groundwork for a \$474 ",1
449,"Labor experts say Unite Here, the newly merged union that is representing the DC hotel workers in their current contract dispute, is one of the most outspoken and toughest unions under the AFL-CIO umbrella.",2
450,"The last two Egyptian workers of an Egyptian telecom company kidnapped earlier this month in Iraq were released, Dubai-based Al Arabiya television said on Tuesday.",0
451,Maria Sharapova beats Serena Williams 4-6 6-2 6-4 in the Tour Championships final.,0
452,has passed a bill obliging the government to continue efforts to develop a nuclear energy programme. Uranium enrichment can be used both for nuclear power and to make atomic bombs.,0
453,"US troops were seen out on patrol in the northern Iraqi city of Mosul today, following several days of clashes between insurgents and US-led forces.",0
454,US Defence Secretary Donald Rumsfeld had  quot;enthusiastically quot; accepted President George W Bush #39;s suggestion to stay on in the post.,0
455,"Fidelity Investments' largest funds voted to oust Michael D. Eisner from the chairman's post at Walt Disney Co., in one of last year's biggest proxy battles, according to voting records the nation's largest mutual-fund firm has made public for the first time.",2
456,"The stuff that dreams are made of is a chunk of grey matter deep down at the back of the human brain, reveals a study of a rare form of brain damage.",3
457,"RESCUE workers will know this morning if their attempts to save whales beached yesterday on Maria Island, off Tasmania #39;s east coast, were successful.",0
458,"Google's new Google Desktop Search tool raises a number of search privacy issues. In this article, we'll look at some of the usual specters of search privacy plus some new things people should consider.",3
459," TRIPOLI, Libya (Reuters) - Libya signed a deal Friday to  pay \$35 million in compensation to more than 160 victims of a  Berlin nightclub bombing in 1986, taking another major step  toward ending its international isolation.",0
460,"AFP - Traditionally staunch Democratic supporters, Jewish voters are thought to be  quot;in play quot; for November's US presidential election, with the potential to swing several key battleground states.",0
461,To say Daunte Culpepper was a little frustrated watching the Dallas Cowboys run more than 10 minutes off the clock on a single first-half drive Sunday afternoon is an understatement.,1
462,"THE Thatcher saga took a dramatic twist last night when it emerged a key witness in the police investigation has disappeared, taking with him a list of wealthy individuals who supposedly bankrolled an alleged coup attempt in oil-rich Equatorial Guinea.",0
463,"Gregg Zaun homers and Orlando Hudson has three hits to lead the Toronto Blue Jays past the Baltimore Orioles, 4-1, on Monday night, snapping the O's four-game win streak.",1
464,"Ex-general Susilo Bambang Yudhoyono is on course for a landslide victory over incumbent Megawati Sukarnoputri after Indonesia #39;s presidential election yesterday, according to an early forecast.",0
465,"Discount retailer Fred #39;s Inc. (FRED.O: Quote, Profile, Research) on Thursday said second-quarter profit fell, hit by increased markdowns, higher diesel fuel costs and other factors, sending its shares down almost 19 percent.",2
466," GENEVA (Reuters) - Washington and Brussels may have gone  for their guns in a fight over plane subsidies, firing off huge  tit-for-tat cases at the World Trade Organization (WTO), but  analysts say a peaceful deal may yet be done.",2
467,"SEPTEMBER 03, 2004 (COMPUTERWORLD) - IBM and Honda this week announced that they have jointly developed a hands-free and natural-sounding in-vehicle speech-recognition system.",3
468,"In the precious milliseconds it took to miss the exchange of an aluminum relay baton, American Marion Jones #39; brave smile gave way to a flood of tears.",1
469,"Armed men grabbed an Arab-Israeli employee of the CNN news network in Gaza City on Monday, the network says. It was unclear whether the CNN producer, identified as Riyad Ali, was taken away by militants or members of the Palestinian security forces.",0
470,Britain #39;s Stephen Dodd coped admirably with icy winds and rain to produce a two-under-par 70 and take a three-stroke lead at the midway point of the China Open on Friday.,1
471,The way to soothe an anxious sheep is to show it a picture of another sheep. British scientists believe that - like humans - sheep need to see a familiar face when they are alone.,3
472,"ATHENS -- Conquering sweltering heat and a grueling course over steep hills, Japanese long-distance runner Mizuki Noguchi steamed ahead to win the women #39;s marathon gold medal at the Athens Olympic Games on Sunday.",1
473,"JERUSALEM, 20 October 2004 - Palestinian Authority officials remain doubtful that the Israeli prime ministers plan to withdraw from Gaza will go ahead given the fierce opposition the project has stirred among extreme right-wingers and Jewish illegal ",0
474,"Two senior pro-democracy leaders jailed in 1995 for distributing anti-government pamphlets were freed in military-ruled Myanmar on Sunday, part of the junta #39;s latest release of more than 5,000 prisoners.",0
475,"Yankee Group senior analyst Zeus Kerravala said that although it may take some time, it is likely that blade servers will eventually replace all parts of the software stack because of their time-to-market, cost and scalability advantages.",3
476,(Sports Network) - Chris Bosh scored 20 points and grabbed seven rebounds to lead Toronto to a 95-88 win over Houston at the Air Canada Centre.,1
477,Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,0
478,"With no electricity or running water and short of basics like antibiotics, doctors in makeshift clinics are fighting to save survivors of Tropical Storm Jeanne -ven ",0
479,The high level expert group chaired by former Dutch prime minister Wim Kok has presented its review of the Lisbon strategy to the European Commission on 3 November 2004.,2
480,"BOISE, Idaho -- Jon Helmandollar rushed for a school-record five touchdowns, and No. 13 Boise State clinched at least a share of its third straight Western Athletic Conference title with a 55-14 win over Louisiana Tech yesterday.",1
481,"Richard Avedon, the revolutionary photographer who redefined fashion photography as an art form while achieving critical acclaim through his stark black-and-white portraits of the powerful and celebrated, died Friday. He was 81.",0
482,Russian President Vladimir Putin barely left time for the funerals before cynically exploiting the deaths of more than 300 children and adults.,0
483,"This weekend, millions of Americans will be trying hard to forget the horror of the terrorist attacks that took place exactly three years ago.",3
484,"The old adage  quot;three steps and a stumble quot; still has fans on Wall Street, but some analysts think it #39;s ready for the glue factory.",2
485,"AP - Civil rights activist Jesse Jackson joined the campaign of Sen. John Kerry on Wednesday as a poll showed support for the presidential candidate slipping among black Americans, a critical Democratic constituency.",0
486,"UAL Corp., the bankrupt parent of United Airlines, announced Wednesday plans to cut domestic flights by 12 percent, while increasing more profitable international schedules by 14 percent.",2
487,"Inspired by the magnificent surroundings of the Panathinaiko stadium and assisted by a gust of wind and a police siren, the British archer Alison Williamson ended her 12-year quest for an Olympic medal at the fourth attempt when she won bronze in the ...",1
488," NEW YORK (Reuters) - U.S. Treasuries faltered on Tuesday  after a blistering two-session rally ran out of steam, though  analysts still saw room to the upside given the large  short-base in the market.",2
489,The trial of Slobodan Milosevic on war crimes charges has resumed in The Hague with the former Yugoslav president launching a spirited defense.,0
490," WASHINGTON (Reuters) -  The Bush administration plans to  give strategic advice, training and polling data to what it  deems as ""moderate and democratic"" Iraqi political parties with  candidates running in the country's upcoming elections,  government documents show.",0
491,"New York; September 23, 2004 - The Department of Justice (DoJ), FBI and US Attorney #39;s Office handed down a 10-count indictment against former Computer Associates (CA) chairman and CEO Sanjay Kumar and Stephen Richards, former CA head of worldwide sales.",2
492,"The month of November in a US presidential-election year is not supposed to be particularly eventful, but this year may be an exception, in the light of the gathering storm over ",0
493,"The broker's 26 jump in average daily trades was nice growth, but will it last?",2
494,"Texas Instruments has announced development of the wireless industry #39;s first digital TV on a single chip for mobile phones, code-named  quot;Hollywood quot;.",3
495,House and Senate negotiators agreed Wednesday on an ambitious corporate tax bill that would shower billions of dollars in tax breaks on beneficiaries from old-line manufacturers to Alaskan whalers -- and includes a controversial \$10 billion buyout of the nation's tobacco farmers.,2
496,"THE DEAL: Symantec Corp., best known for its Norton-branded software that fights computer viruses, is heading in a new direction with a \$13.5 billion acquisition of data storage and backup specialist Veritas Software Corp.",2
497, SAN FRANCISCO (Reuters) - Marquis Grissom hit a grand slam  homer and the San Francisco Giants rallied from a six run  deficit to defeat the Arizona Diamondbacks 9-7 in National  League play on Saturday.,1
498,"Europe #39;s golfing team has won the Ryder Cup with a record margin, scoring 18-and-1/2 points over the nine-and-1/2 for the United States.",1
499," BOUAKE, Ivory Coast (Reuters) - Rebels in Ivory Coast said  on Thursday they were withdrawing from a long-delayed  disarmament process, warning that the war that broke out in the  world's top cocoa grower in 2002 could start again soon.",0
500,"Through its Windows  #39;Experience More #39; event in Singapore, Microsoft let Super! cop a feel of the slickest hi-tech goodies way before they hit the streets.",3
501,Champion jockey Kieren Fallon and colleagues Fergal Lynch and Darren Williams are due back in action after their arrests over allegations of race-fixing.,1
502,"Two new studies show Microsoft (Quote, Chart) is now leading both the embedded operating system category as well as in PDAs. According to statistics by research firm Gartner (Quote, Chart), Microsoft #39;s Windows ",3
503,Attendees at this year #146;s PowerSchool University ramped up their student information system skills with the new PowerSchool 4.0 and augmented their development activities through peer networking. Aug 3,3
504," WASHINGTON (Reuters) - U.S. industrial output barely edged  up, gaining a less-than-expected 0.1 percent in August, the  Federal Reserve said on Wednesday.",2
505,Yahoo is ready to engage in combat with rival Google by offering a new desktop search tool to help people find information on their computer hard drives.,3
506,U.S. senators are debating a controversial measure to exempt foreign student graduates from the cap on H-1B visas.,3
507,"In ordering a New Hampshire man to stop sending spyware that takes over parts of a user #39;s computer, a federal judge has sent a warning shot at spammers in the United States.",2
508,"The loss of Yasser Arafat could ease the Palestinian-Israeli conflict significantly, local observers of Middle Eastern politics said Friday.",0
509," NEW YORK (Reuters) - The dollar rose on Friday, after a  U.S. report showed consumer prices in line with expections,  reminding investors that the Federal Reserve was likely to  continue raising interest rates, analysts said.",2
510,"It #39;s almost certainly too little too late, although after what took place here on Saturday afternoon the rope reserved for the head coach has been put aside for the time being.",1
511,Alonzo Mourning had 12 points and five rebounds in his first game since undergoing a kidney transplant in December.,1
512,IBM sells its fourth supercomputer--to tackle the protein-folding challenge that inspired the computer in the first place.,3
513,THE CAL BEARS may have been a victim of their good sportsmanship. That #39;s the way it goes in big-time college football. No one knows for certain why Cal sank from fourth to fifth in the mysterious mix of computer ,1
514,"October 21, 2004 - Tapwave and Mobile Digital Media (MDM) announced today that MDM #39;s officially licensed Palm OS version of Madden NFL 2005, Electronic Arts #39; well-known and critically acclaimed sports video game, will be made available for the Tapwave ",3
515,"PARIS -- School doors open for 12 million French children today, but there is far more at stake this year than back-to-school jitters.",0
516,"The Red Sox, the team that perfected heartbreak, silenced the Cardinals, 3-0, in Game 4 to win their first World Series since 1918.",0
517,"Researchers have unveiled genetically engineered mice that can run farther and longer than their naturally bred brethren, bringing the genetic doping of elite athletes a small step closer to reality.",3
518,Reuters - Former Miami Dolphins running\back Ricky Williams will remain retired after declining the,1
519,"he Labor Department reported last week that 144,000 payroll jobs were created in August. Let #39;s put that in perspective. The number was below market forecasts.",2
520,Reuters - The British and Irish prime ministers\presented bitterly divided Northern Ireland politicians on\Wednesday with what their governments insist is their final\plan for restoring home rule in the province.,0
521,"October 21, 2004 - While Nintendo #39;s home consoles tend to see only one (or at most two) versions of the company #39;s most famous franchises, Game Boy Advance is different.",3
522,"Mobile phone giant MMO2 teams up with Japan's NTT DoCoMo to launch i-mode internet services in the UK, Germany and Ireland.",2
523,"AFP - Singapore Telecommunications (SingTel) said it will commercially launch its high-speed third generation (3G) mobile service within months, putting it at the forefront of Southeast Asian telecoms firms looking to roll out the technology.",3
524,The Consumer Electronics Association predicts solid growth in gadget sales this year.,3
525,"update Intel #39;s board, in widely expected move, voted Thursday to elevate Paul Otellini from president to chief executive officer in May.",2
526,Reuters - The U.S. Securities and Exchange\Commission barred U.S. mutual funds on Wednesday from\channeling brokerage commissions toward Wall Street firms based\on their promotion of the funds' shares.,2
527,"Shares of Manchester United Plc, the world #39;s most profitable sports franchise, dropped as much as 6.8 percent after newspaper reports said takeover talks collapsed between US billionaire ",1
528,"Gabe Kapler became the first player to leave the World Series champion Boston Red Sox, agreeing to a one-year contract with the Yomiuri Giants in Tokyo.",1
529,Great Britains best scientists are standing up to American government pressure to get a worldwide ban on all types of human cloning by backing an international campaign against American efforts.,3
530,"AP - Foreign secretaries from nuclear rivals India and Pakistan began a new round of peace talks Saturday on a series of festering issues, including their decades-old dispute over the Himalayan region of Kashmir.",0
531,"Tehran is now demanding the right to run some key equipment for research purposes, European and Iranian officials said.",0
532," NEW YORK (Reuters) - SunTrust Banks Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=STI.N target=/stocks/quickinfo/fullquote""&gt;STI.N&lt;/A&gt;, which  fired three executives over its accounting for bad loans, on  Friday restated first-half profit higher by \$25.1 million, more  than it had forecast, to fix the mistakes.",2
533," MOSCOW (Reuters) - Russian oil group YUKOS has filed for  bankruptcy protection in a U.S. court in an attempt to stop  Russia's government from auctioning off its main production  unit on Dec. 19, it said on Wednesday.",2
534,The G.O.P. convention is a batter-by-batter rebuttal of almost everything the Democrats said and did in Boston last month.,0
535,"An eight-year effort to upgrade the computers for the nation's air traffic control system is ""facing obsolescence"" before it has been completed, the Department of Transportation inspector general said in a report released yesterday.",2
536,New observations of dust around young stars suggest collisions of large asteroid-like objects and fledgling planets are frequent. But that doesn #39;t likely stop the formation ,3
537,"A secret Israeli report warns Israel's world image could fall as low as South Africa's during the apartheid era, reports say.",0
538,"MILAN (AFP) - Top officials from Fiat of Italy and General Motors were conferring in a bid to settle differences on Fiat #39;s option to sell its loss-making car operation to the US auto giant, a dispute that threatens their four-year-old collaboration.",2
539,"Yasser Arafat is as much a polarizing figure in death as he was in life, drawing criticism from political foes but praise in the streets of Brooklyn #39;s Arab enclaves.",0
540,"Reuters - U.S. industrial output advanced in\July, as American factories operated at their highest capacity\in more than three years, a Federal Reserve report on Tuesday\showed.",2
541,"AP - Australians voted in parliamentary elections Saturday with Prime Minister John Howard and his Labor Party challenger in a virtual dead heat, following a campaign that focused more on the economy and social programs than on Howard's decision to send troops to Iraq.",0
542,"AP - The White House has removed Costa Rica from an Internet list of nations in the so-called ""coalition of the willing"" in Iraq.",0
543,"CLEVELAND - Parker Hannifin Corp. has completed its acquisition of Sporlan Valve Co., a provider of refrigeration and air conditioning systems, the companies said Monday.",2
544," What does  quot;blog quot; mean? If you #39;ve wondered, you #39;re not alone. It is the most looked-up word this year. Blog, which is short for Web log and means an online journal, wasn #39;t even in the dictionary at the ",3
545,"Internet-based holiday company Ebookers confirms it is in talks over a possible sale, sending its shares 22 higher.",2
546,"AP - Democratic presidential candidate John Kerry, trying to recover from a brass-knuckles campaign against his character, is attempting to steer the election to a referendum on President Bush's leadership.",0
547,"Eight-year-old Angie Rojas pressed her face against a showcase in the Rockville Toys R Us and cupped her hands for a closer look.  quot;Wow, quot; she said, endorsing the toy set up inside, a \$60 ",2
548,"Carrier looks to goose wireless data business by letting subscribers print photos at various retailers, directly from their camera phones.",3
549,"WASHINGTON (CBS.MW) -- To understand why phone industry executives are so excited about their plans to offer TV service, it helps to know about the technology that will make it possible.",2
550,"Vivendi Universal SA, owner of the world #39;s largest music company, plans to sell a 15 percent stake in Veolia Environnement SA to cut debt and focus on media and mobile-phone businesses.",2
551,The first phase of the nationwide sit-at-home protest against the current increase in the prices of petroleum products will last four days -- Monday to Thursday.,0
552,"Global IT services powerhouse EDS extended it contract with Opsware (Quote, Chart) for data center automation software and services, the company said Tuesday.",3
553,"The IT services company may lay off as many as 20,000 from its global workforce of 125,000, in an effort to remain competitive with archrival IBM and low-cost offshore service providers.",2
554,"NOVEMBER 15, 2004 (SNW ONLINE) - Since the late 1990s, leading data storage technology vendors have adopted a myopic and largely self-serving approach for addressing the two central challenges of enterprise storage: resource provisioning and data ",3
555, KINSHASA (Reuters) - Nothing on the damp-infested walls or  among the dirty terraces declares that this was the scene of  one of the world's greatest sporting confrontations.,1
556,AP - Troubled business software company Computer Associates International Inc. reportedly has selected longtime IBM executive John Swainson as its new chief executive.,3
557,"Enron Corp. (ENRNQ.PK: Quote, Profile, Research) said Friday Chief Financial Officer Raymond Brown resigned and will be replaced on an interim basis by Robert Bingham.",2
558,"AP - Jennifer Weiner, author of the best-selling novels ""Good in Bed"" and ""In Her Shoes,"" likes to spend three to four hours a day working on fiction. When she's done, time and family permitting, she updates her online journal.",3
559,"As I was having a romp with my 8-month-old grandson the other day, simultaneously being head-butted, drooled upon, and having tiny but sure-grip fingers working to rip out my eyeball, I had the sudden thought that in another winter -- oh, maybe two -- with any luck at all I'll have a hand in starting another little boy in a ...",1
560,"The Toronto stock market posted a small gain today, pushed higher by the gold sector, but drug company Merck  amp; Co. took the Dow Jones industrial average into the red after taking its arthritis drug Vioxx off the market.",2
561,"Calcutta: Anil Kumble began the year looking to quickly reach 435. He got there (and went one better) in Dhaka on Friday afternoon, the opening day of the second last Test of 2004.",1
562,The Motion Picture Association of America is expected to announce a tactical shift in its campaign against movie piracy at a press conference later today.,3
563,"Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales.",3
564,"Card game's popularity is fanned by a combination of television, technology and, for some, the allure of big money.",2
565,"The last novel by the author Iris Murdoch reveals the first signs of Alzheimer's disease, experts say.",0
566,AP - Nintendo Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-game maker erased foreign exchange losses and turned more profit with game-software sales.,3
567,"(November 21, 2004). Ronald Winky Wright successfully defended his 154 lb. title for the sixth time in the highly anticipated rematch with the formerly sweet Sugar Shane Mosley ",1
568,Reuters - Rebel soldiers confronting\army loyalists near this deserted Congolese farming town\declared victory on Friday after clashes that stirred fears of\fresh violence in turbulent central Africa.,0
569,"MONTREAL (CP) - Shares in Bombardier Inc. fell to new lows Monday, partly due to the crash of another of its jets on Sunday, the third fatal crash of a Bombardier aircraft in two months.",2
570,"SEPTEMBER 03, 2004 (IDG NEWS SERVICE) - The US government #39;s Computer Emergency Response Team (US-CERT) and software security companies have issued warnings about a number of security vulnerabilities in versions of Oracle Corp.",3
571,"The company said it has benefited from growing demand for handsets that work on the new higher-speed networks being introduced by carriers in the U.S., Europe and Asia.",3
572," UNITED NATIONS (Reuters) - Days before a U.N. deadline for  Sudan to disarm and prosecute those responsible for violence in  the country's Darfur region, nations are looking to the African  Union rather than any U.N. sanctions to curb further killing.",0
573,"Two car bombs ripped through crowded Baghdad streets on Monday, killing at least 21 people and wounding 96, as insurgents step up their campaign to undermine the country #39;s ",0
