,texts,labels
5656,AP - The Bush administration said Wednesday it will appeal a NAFTA dispute panel's finding that imports of Canadian softwood lumber pose no threat to American companies.,0
5657,"Big Blue plans is expected to announce the servers Friday, stirring up major new challenges for Sun and HP. \",3
5658,"SOUTH BEND, Ind. -- Notre Dame found a familiar way to make its problems go away -- beat Michigan.",1
5659,"Inditex, the Spanish fashion group which owns Zara and Massimo Dutti, agrees to ditch fur just days before widespread demonstrations.",2
5660,"UN Secretary-General Kofi Annans son was paid more than 16,000 a year for five years by a company under investigation in the UNs Iraq oil-for-food programme corruption probe.",0
5661,What kind of E-mail is landing in Martin Taylors in-box right about now? Its probably not unlike some of the messages Ive been getting in response to a story I wrote about Steve Ballmers Oct. 27 ,3
5662,"AFP - Sudanese security forces in Darfur are claiming they have no orders to disarm pro-government militias blamed for atrocities in the region, the head of rights group Amnesty International said.",0
5663,"A private manned rocket soared into space for a second time yesterday, landing successfully after an unexpectedly bumpy ride that nearly meant an early end to the team #39;s bid to win a \$10 million prize.",3
5664,"Once upon a time, Betamax was more than a winning answer in Trivial Pursuit: It was a real competitor with the VHS videotape format.",3
5665,"BRUSSELS -- Heroin production is booming in Afghanistan, undermining democracy and putting money in the coffers of terrorists, according to a UN report yesterday that called on US and NATO-led forces to get more involved in fighting traffickers.",0
5666,"Ford Motor #39;s (F) striking market-share plunge should be over within six months, and the company is banking on new products to regain share while allowing it to cut back incentives, CEO Bill Ford said Wednesday in an interview with USA TODAY.",2
5667,"MIAMI (Ticker) -- In its first season in the Atlantic Coast Conference, No. 11 Virginia Tech is headed to the BCS. Bryan Randall threw two touchdown passes and the Virginia Tech defense came up big all day as the Hokies knocked off No.",1
5668,"Grotius writes  quot;As reported in CNET, the United States Court of Appeals for the Federal Circuit (the court that hears patent appeals) heard oral argument in an appeal from a \$565 million award against Microsoft for infringing patent rights held by the ",3
5669,Palestinian gunmen yesterday released a CNN journalist abducted in Gaza City apparently to pressure members of an Arab minority group not to serve in the Israeli army.,0
5670,"ATHENS, Greece - Now this was a duel in the pool. With Michael Phelps leading off Tuesday night, the United States bested its rival from Down Under in the most thrilling race of the Athens Games...",0
5671," SANTOS, Brazil (Reuters) - Kidnappers freed on Friday the  mother of Santos forward Robinho, one of Brazil's most talented  young players, 40 days after seizing her at gunpoint while she  was attending a barbecue.",1
5672,"When Rubens Barrichello crossed the line in qualifying and  #39;P1, P1 #39; filled his ears,  #39;my legs went numb, #39; the Brazilian explained.",1
5673," SAN FRANCISCO (Reuters) - A computer program known as  ""Skulls"" with potentially destructive capability aimed at  advanced mobile devices was seen as a low threat because it had  not targeted consumers, security software maker McAfee Inc.  said on Monday.",3
5674,"Greek and British police in a joint operation cracked a multi-million illegal software sales ring, arresting two people and seizing thousands of pirate high-tech software programs, Greek police said on Friday.",3
5675,NEW YORK The Yankees could not help but watch the scoreboard. Their heads swiveled repeatedly toward the outfield as hit after hit for Cleveland sailed over or against the wall.,1
5676,TV chip cancellation joins a long list of 2004 canceled projects and missteps.,3
5677,"In a bid to hook younger consumers with a penchant for chatting via messaging, AT amp;T Wireless launched a wireless device Monday that can interconnect with the nation #39;s top messaging services.",3
5678,HAVANA  The central bank president says he is committed to keeping the Cuban peso #39;s value on par with the US dollar in the wake of his country #39;s decision to remove the US currency from circulation.,2
5679, NEW YORK (Reuters) - U.S. stocks barely budged on Wednesday  as a 2-week high in crude oil prices limited gains by  reigniting worry about energy costs eating into corporate  profits and consumer spending.,2
5680,"Auto maker Toyota on Tuesday entered into separate deals with rival satellite radio service providers Sirius and XM. Under its agreement with Sirius, Toyota will offer Sirius satellite radio service--either ",2
5681,"AFP - European stock markets reversed initial gains to fall in early trading, as New York crude oil futures rose to new record high points above 55 dollars a barrel, dealers said.",0
5682,"Scientists are chomping at the bit for tomorrow #39;s Earthly return of a sample capsule from NASA #39;s Genesis spacecraft, hoping the star stuff it carries will help answer questions on the origins of the solar system and we who live in it.",3
5683,The Diamondbacks will interview Wally Backman for Arizona #39;s managerial position for a second time today. But Diamondbacks GM Joe Garagiola also granted the Mets permission yesterday to speak ,1
5684,"FOR all the polls that show how football is now America #39;s most popular game, the Yankees-Red Sox showdown for the American League pennant is this year #39;s sweet reminder that October baseball ",1
5685,"Better IT security and identity management is necessary if online commerce and e-government services are to succeed, RSA Security chief executive Arthur Coviello said.",3
5686,"CLAMART, France The mystery surrounding Yasser Arafats illness broadened Thursday as the Palestinian leader at various times was said to be in a coma, in stable but serious condition, very critically ill, and then dead - until reports of his death ",0
5687,"Consumers in 13 Western states will be able to grab free online copies of their credit reports starting Wednesday, as a new federal law is phased in.",2
5688,Whitehouse Station-based Merck is joining with a company that last year began small-scale testing of a nasal spray drug designed to make the stomach feel full faster.,2
5689,AP - Former University of Louisville basketball player Larry Williams has died. He was 48.,1
5690,"In what is being called the largest global crackdown ever conducted, the US Department of Justice #39;s  quot;Operation Web Snare quot; has led to over 100 arrests.",3
5691,Trend Micro Mobile Security Version 1.0 provides antivirus and antispam software for mobile phones running the Microsoft Windows Mobile and Symbian Ltd. operating systems.,3
5692,"Apple Computer has sued three software developers, contending they distributed versions of its OS X computer operating system on the Internet.",3
5693,Mark Prior #39;s previous appearance against the Florida Marlins at Wrigley Field turned into one of the most agonizing losses in Chicago Cubs #39; history.,1
5694,Three women sensationally turned up yesterday at the Nairobi CID headquarters and laid claim on some of Archbishop Deya #39;s  quot;miracle babies. quot; ...,0
5695,"The European Union and China agreed to boost relations yesterday, but the EU made clear there can be no early lifting of its 15-year-old ",0
5696,"    1 Southern California at Stanford  &lt;em&gt;7 p.m., TBS &lt;/em&gt;&lt;br&gt;Not that long ago -- 1999 to 2001 -- Stanford won three straight in this series, but times have changed. All the preseason hype was for USC quarterback Matt Leinart, but he may not even be the best player on his team. Tailback Reggie Bush can, and will, line up just about anywhere. Something must give: USC is averaging 38 points per game; Stanford is allowing just 6.5.",1
5697,"Medical-device maker Boston Scientific Corp. said Thursday that the Food and Drug Administration approved an extended shelf life of nine months for its Taxus Express2 drug-eluting coronary stent system in the United States, up from six months. ",2
5698,"Pro baseball: Baltimore vs. Red Sox at Fenway Park, 7 p.m. College field hockey: Fitchburg St. at Anna Maria, 4 p.m.; Salve Regina at Framingham St., 4 p.m.; Southern Maine at Maine-Farmington, 4 p.m.; Keene St. at Williams, 4:15 p.m.; Husson at Colby, 4:30 p.m.; Gordon at Bates, 5 p.m.; Saint Anselm at Bentley, 7 p.m.; Simmons at Worcester St., ...",1
5699,A court in South Africa has postponed until next April the trial of Mark Thatcher on charges he helped fund a coup attempt in oil-rich Equatorial Guinea.,0
5700," NEW YORK (Reuters) - Shares of General Electric Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GE.N target=/stocks/quickinfo/fullquote""&gt;GE.N&lt;/A&gt;  fell slightly before the bell on Friday after the industrial  conglomerate said quarterly earnings rose.",2
5701,"Justin Langer #39;s most treasured piece of memorabilia is a photograph of the Hobart scoreboard on one cloudy afternoon in 2001. The archetypal Aussie scrapper, Langer is particularly ",1
5702,"Polish police have broken up a gang of more than 100 hackers who sold pirated music and films, using academic computer systems around the world to store their wares, a police spokeswoman said on Tuesday.",3
5703,CHICAGO - Motorola Inc. and Hewlett-Packard Co. on Monday said they agreed to an expanded deal to help mobile telephone service providers use Linux-based computers to run their core network systems. ,3
5704,Trouble-torn Real Madrid slumped to their second defeat in three Primera Liga games when they lost 2-1 to a classy Athletic Bilbao side on Saturday.,1
5705,"A broad list of copyright owners, artists, law professors and state attorneys general on Monday asked the Supreme Court to hear a controversial case on the legality of file-swapping software.",3
5706,"American blows a 17-point lead and loses, 82-76, in overtime to Virginia Commonwealth in a Preseason National Invitation Tournament first-round game.",1
5707,"Work and Pensions Secretary Andrew Smith has resigned from the Cabinet, says Downing Street.",0
5708,"Hoping to avoid a situation like that in Pennsylvania , representatives of the Ohio Turnpike Commission and unionized workers are continuing contract negotiations.",2
5709,The Giants #39; three quarterbacks formed a triangle at practice Thursday and began to play catch. No pass was longer than 10 yards.,1
5710,Shops and schools were closed across Bangladesh on Tuesday after the country #39;s main opposition party called a general strike to protest a weekend grenade attack that killed 20 people and wounded more than 300.,0
5711,washingtonpost.com - The presidential ad war online is beginning to look more like a skirmish.,3
5712,"Police had been hunting Scott Pfiel, a former director of Meals on Wheels Chicago, for months when they finally found their theft suspect -- holding down a high-profile job at an Indianapolis nonprofit.",2
5713,"Samsung, Micron Technology and Hynix Semiconductor have acknowledged that they have received subpoenas related to the investigation.",3
5714,"AP - Scientists are planning to take the pulse of the planet  #151; and more  #151; in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be abundant.",3
5715,"update In order to get the next update of its Windows operating system out the door, Microsoft will delay some of the key improvements that had been planned.",3
5716,Visiting Palestine Liberation Organization (PLO) executive committee chairman Mahmud Abbas here Sunday apologized to Kuwait for PLO #39;s past stance on the 1990 Iraqi invasion against the emirate.,0
5717,"It has been a good year for Apple. Since the beginning of 2004, I #39;ve discussed GarageBand, AirPort Express and the latest iPod.",3
5718,"Apple on Tuesday added a 1.8GHz single-processor Power Mac G5 desktop computer to its arsenal. The US\$1,499 system is offered alongside dual-processor computers running at 1.8GHz, 2.0GHz and 2.5GHz.",3
5719,"Northern ice cap is warming at twice the global rate and that will lead to serious consequences for the planet, according to the eight-nations scientific report.",3
5720," CHICAGO (Reuters) - Gap Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GPS.N target=/stocks/quickinfo/fullquote""&gt;GPS.N&lt;/A&gt;, the largest U.S.  specialty apparel retailer, on Thursday reported a slight  decline in quarterly profit, meeting lowered forecasts, after  summer clearance sales drew surprisingly small crowds.",2
5721,"Reuters - New applications for U.S. home loans\rose last week as refinancing activity accelerated amid\relatively flat 30-year mortgage rates, an industry group said\on Wednesday.",2
5722,"AP - Janus Capital Group Inc. said Wednesday it has finalized a  #36;226.2 million settlement with state and federal regulators over improper trading allegations, part of a scandal sweeping the  #36;7 trillion mutual funds industry.",2
5723,"HOUSTON - Roger Clemens has pitched as many important games as any pitcher of his generation, including nine All-Star games and seven World Series outings.",1
5724,A new study released by the United Nations Children #39;s Fund (UNICEF) indicates the West African nation of Sierra Leone has the world #39;s highest rate of child mortality.,0
5725,"AP - Interim Prime Minister Ayad Allawi simply smiled during the live television show when a man called to praise terrorist mastermind Abu Musab al-Zarqawi. The Iraqi leader then moved on, offering to find information about a woman's detained son and see why a student didn't get into the graduate program of his choice.",0
5726,"SEOUL -- An explosion that shot a 2-mile-wide mushroom cloud into the sky was the planned demolition of a mountain for a hydroelectric project, North Korea said yesterday, and it invited a British diplomat to visit the site.",0
5727,"The US military denies reports Saddam Hussein is on hunger strike, but says some former aides are refusing food.",0
5728,Nextel Communications said earnings and subscriber growth for the full year would exceed initial estimates.,3
5729,"TOKYO, Japan -- Tokyo stocks slipped for a second straight day Friday as tech issues such as Fujitsu, NEC and Kyocera lost ground.",2
5730,"The need to push our boundaries is in our DNA. We can't afford not to go to Mars -- or anyplace else, for that matter. By James Cameron for Wired magazine.",3
5731,"New Delhi, Oct. 31(NNN): As international oil prices continued to soar, petrol and diesel prices are likely to be hiked from Monday (November 1).",2
5732,"Reuters - Australian police acting as part of an\international ""cyber cop"" network will be able to trap\pedophiles who use the Internet to ""groom"" or lure children for\sex, under new laws passed by parliament on Tuesday.",3
5733,"JAKARTA, Indonesia -- The Organization of Petroleum Exporting Countries has asked the United States to use its strategic petroleum reserves to help reduce oil prices, the cartel #39;s president said Wednesday.",2
5734,"KABUL: An Afghan man was found guilty on Saturday of killing four journalists in 2001, including two from Reuters, and sentenced to death.",0
5735,"Reuters - Einstein was right -- again.\Satellites that have been pulled slightly off their orbits show\that the Earth is indeed twisting the fabric of space-time as\it rotates, scientists said on Thursday.",3
5736,"s captain of the United States Ryder Cup team, Hal Sutton will be more dictator than diplomat. Europe has won six of the last nine Ryder Cups heading into the biennial competition next month (Sept.",1
5737,"PARIS - The television channel run by Lebanon #39;s Hizbollah guerrillas and banned in France as anti-Semitic has agreed to stop its satellite broadcasts here immediately, France #39;s broadcasting authority said on Tuesday.",0
5738,"BAGHDAD, Iraq - Explosions hit five churches in Baghdad, and two U.S. Army helicopters crashed elsewhere in the capital, killing two American soldiers and wounding two others, as violence flared while Iraqi Muslims began marking the holy month of Ramadan...",0
5739,"His game hasnt tapered off at all coming off his MVP performance in the NBA Finals. After three games, he averaged 20 points, 7 assists and 6 rebounds and was leading ",1
5740,"Some countries attending the two-day meeting of the Group 20 voiced concern on Saturday over abrupt movements in exchange rates, focusing on the sharp fall of the US dollar against euro and Japanese yen.",2
5741,"Reuters - China has intensified its battle\against Internet and mobile phone pornography by threatening\distributors with life in prison, Xinhua news agency said.",3
5742,"Nintendo's favorite game boy puts on an entertaining show for tennis purists and gaming thrill seekers, and that's no backhanded compliment. Game review by Chris Kohler.",3
5743,"NEW YORK : The New York Mets formally introduced Willie Randolph as the 18th manager in the history of the major league baseball club, giving the veteran coach an opportunity that had often eluded him.",1
5744,"For several months now, South Floridian early birds have been treated to a lovely sight above the eastern morning horizon before sunrise.",3
5745,"U.S. Technologies Inc., a once high-flying Washington firm, ceased to exist as a publicly traded company when its stock was de-registered yesterday, four months after chief executive C. Gregory Earls was convicted of defrauding investors of \$13.8 million. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
5746,"From a Texas perspective, it will be the most significant day of horse racing in the state #39;s history. A crowd of over 50,000 people will pack Lone Star Park today for the Breeders ",1
5747,"Reuters - The first case of soybean rust, an\economically devastating disease for farmers, has been found in\the mainland United States, the U.S. Agriculture Department\said on Wednesday.",2
5748,"GAINESVILLE, Fla. -- Chris Leak threw three touchdown passes, DeShawn Wynn scored three times, and No. 22 Florida (4-2) rebounded from a home loss to LSU with a 52-16 victory over Middle Tennessee yesterday.",1
5749,"AP - A government panel Wednesday approved plans to send a weather satellite into Earth's orbit by February 2005, in the first scheduled launch for Japan's troubled space program since late last year, an official said.",3
5750,"Don Huse, chief executive of Auckland International Airport Ltd., speaks on a teleconference from Auckland about the company #39;s fiscal full-year profit reported today.",2
5751,Description: Not since the 1960s has Florida been battered by a rapid succession of hurricanes. Many people have been tempted to ask whether this has anything to do with a predicted increase in severe weather events associated with global warming.,3
5752," CHICAGO (Reuters) - United Airlines &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt; has begun  reaching out to potential lenders for financing to leave  bankruptcy, the company said on Friday.",2
5753,Nepali Prime Minister Sher Bahadur Deuba vowed on Friday to crush a deadly Maoist revolt in his poor Himalayan nation as giant neighbor India promised more military help to fight the leftist guerrillas.,0
5754,"Nashville - Thanks to a quick-thinking robbery victim and his camera-equipped cellphone, police had a photo of the suspect and tracked him down in 10 minutes, police said.",3
5755,The US calls on the military junta in Burma to release opposition leader Aung Sang Suu Kyi from house arrest.,0
5756,"US aircraft, tanks and artillery have pounded the resistance stronghold of Fallujah, killing at least eight people and wounding 15, while rebels struck back in Baghdad by killing six police recruits.",0
5757,"Description: The Environmental Protection Agency is taking its work to the friendly skies. After random testing found contaminants, the agency decided to start regulating the water aboard airplanes.",2
5758,A military judge ordered a US Army reservist on Friday to stand trial Jan. 7 in Baghdad for allegedly abusing Iraq inmates at the Abu Ghraib prison outside Baghdad.,0
5759,"The World Bank wants the governments of poor countries to do more to improve their investment climates, action it described as central to economic growth and poverty reduction.",2
5760," BOGOTA, Colombia (Reuters) - The former boss of the Cali  drug cartel, who once controlled most of the world's cocaine  trade, was sent to the United States on Friday to face  trafficking and money laundering charges.",0
5761,POLICE officers are among more than 150 people charged with about 2000 child sex offences resulting from Australia #39;s biggest crackdown on internet child pornography.,0
5762,Infected pictures that could implant a back door into a Windows computer have been spotted on Usenet.,3
5763,PARIS -- Palestinian leader Yasser Arafat died early today at a French military hospital where he had lingered in a coma between life and death for the last week. He was 75.,0
5764,SEBASTIEN LOEB is dreaming of a title- winning homecoming after moving a step closer to the world championship in the Italian Rally.,1
5765,"AP - Having won more than  #36;2 million each of the last four years, surely Annika Sorenstam could afford to hire someone to paint the inside of her summer home in Lake Tahoe.",1
5766,"When Archie Manning heard his 23-year-old son would be starting against the Atlanta Falcons on Sunday, he remembered what his other quarterback son told him after his first NFL start.",1
5767,"There #39;s no way No. 5 Illinois could have shredded THE Gonzaga, king of the mid-majors, the way it demolished its opponent at Conseco Fieldhouse on Saturday.",1
5768,"A spokesperson for the French Defence Ministry has said the medical records of the late Yasser Arafat can be released to certain parties, such as his family.",0
5769,"AP - A bus, truck and taxi collided in a mountainous region of western Morocco Saturday, killing 24 people and injuring about 20 others, the official MAP news agency reported.",0
5770,"\Computer users continue to ignore warnings about spam and are being lured into buying goods, a report suggests.",0
5771,"The US economy has continued to grow in September and early October, but was hampered by record oil prices, a report from the Federal Reserve has shown.",2
5772,"Annual growth in workers #39; pay slowed unexpectedly in the three months to September to its lowest this year, official data has shown, providing more ",2
5773,"Investigators combed the tangled wreckage of an express train in southern England on Sunday, a day after it slammed into a car at a level crossing, killing at least seven people and injuring more than 100.",0
5774,"Penn State University, responding to a rumor started by a Pittsburgh radio station that Coach Joe Paterno had resigned, issued a statement yesterday denying the report.",1
5775,BRUSSELS - Low-cost airline Ryanair has finally struck a deal with the Walloon government over the EUR 4 million it owes following the European Commission ruling over Charleroi airport.,2
5776,Palestinian sources said on Tuesday that Palestinian leader Yasser Arafat #39;s younger brother Fatehy Arafat was transferred to a hospital in Cairo to be treated for intestines cancer.,0
5777,"NEW YORK - A federal judge Tuesday granted Martha Stewart #39;s request to go to prison as soon as possible, ordering her to report by 2 pm Oct. 8. In an order signed Tuesday, US District Court Judge Miriam Cedarbaum ",2
5778,"General Motors Corp. and Ford Motor Co., responding to growing concerns about the safety and stability of sport utility vehicles, said Thursday ",2
5779,"AMELIA ISLAND - Tom Lehman had yet to officially take the job as the next US Ryder Cup captain, and already his phone was ringing.",1
5780," WASHINGTON (Reuters) - Robust consumer spending during the  third quarter helped the U.S. economy advance faster than first  thought, a government report showed on Tuesday, while  underlying inflation was the tamest in decades.",2
5781,"BAGHDAD, Iraq -- Suicide bombers struck Iraqi security targets yesterday north and west of Baghdad, killing 22 Iraqis, officials said.",0
5782,"President Vladimir Putin has accused the West of indulging terrorists, just hours after a Chechen warlord claimed responsibility for a wave of deadly attacks in Russia and threatened more.",0
5783,"Wal-Mart amasses more data about the products it sells and its shoppers' buying habits than anyone else, and some privacy advocates worry about the potential for abuse.",2
5784,"Colgate-Palmolive, the consumer products company, said yesterday that it would close about a third of its factories and cut more than 4,400 jobs over the next four years as part ",2
5785,"Sprint Corp. (FON.N: Quote, Profile, Research) on Friday said it plans to cut up to 700 jobs as it realigns its business to focus on wireless and Internet services and takes a non-cash network impairment charge.",2
5786,"KABUL : A heavy security clampdown was enforced in the Afghan capital after the bombing of a US firm left at least seven dead and 28 wounded, and raised new fears about security just weeks before elections.",0
5787," BAGHDAD (Reuters) - A suicide car bomb hit a bus packed  with Iraqi National Guards on Sunday, killing 26 people in the  deadliest attack of its kind in four months on Iraqis  cooperating with U.S. forces to secure a Jan. 30 election.",0
5788,TEHRAN: Iran Foreign Minister Kamal Kharazi on Wednesday rejected any talks with the United States on the standoff over Iran #39;s nuclear programme because of Washington #39;s hostile attitude towards the Islamic republic.,0
5789,"FARMINGTON, United States : World golf number one Vijay Singh, a seven-time winner this year, will not have second-ranked Tiger Woods to overcome here this weekend when he goes for his third PGA victory in a row.",1
5790,"Security continues to hold steady over software as the third top IT priority, with organizations busy coping with cyber threats, keeping up with software ",3
5791,Celtic captain Jackie McNamara will be sidelined for at least a month after sustaining ankle ligament damage in Tuesday #39;s 3-1 Champions League defeat to Barcelona.,1
5792,"After his arrest last week on drunken driving charges, the Olympic swimming star Michael Phelps said yesterday that he had made a mistake and would own up to the charges against him.",1
5793,"Citigroup Inc., the world #39;s biggest bank, named Sallie Krawcheck chief financial officer and head of strategy, making her the highest-ranking woman on Wall Street.",2
5794,"Chicago, IL (Sports Network) - Tony Parker scored 17 points and had five assists to lead a balanced San Antonio attack that handed the Spurs a 91-75 victory over the Chicago Bulls at the United Center.",1
5795," WASHINGTON (Reuters) - The U.S. trade gap widened nearly 9  percent in October to a record \$55.5 billion as sky-high oil  prices helped propel imports into new territory, the government  said on Tuesday, while a second report showed industrial output  rose in November, as expected.",2
5796,AFP - Stunned residents picked their way through a wasteland of mud and rubble to leave storm-ravaged areas of the Philippines as the government said it has run out of money to pay for relief services.,0
5797,"Iogear today announced a rechargeable mini mouse with bluetooth interface. The mouse can be opoerated up to 66 feet away from the computer, making it a practical tool fro presentations, the company said.",3
5798,"LEESBURG, VA. -- Bail was set at \$1 million for a Raleigh man awaiting sentencing in the nation #39;s first felony prosecution of illegal distribution of spam.",3
5799,AFP - Heads of state from 17 African countries attended the opening of an African Union summit in Burkina Faso to craft a jobs creation plan to lift hundreds of millions out of poverty.,0
5800,"Yahoo #39;s face-off with France over Nazi paraphernalia took its latest twist Monday, with a federal appeals court reversing an earlier decision that found the First Amendment protected the Web portal from legal action over the issue in the United States.",3
5801,"BRUSSELS -- Coca-Cola agreed Tuesday to dramatically change the way it sells soft drinks in Europe, ending a five-year investigation into allegations that Coke abused its power to keep rivals out of the market.",2
5802,Windows XP Media Center 2005 connects smoothly with video and audio equipment.,3
5803,"Tom Brokaw makes his steady-voiced, flag-waving, NBC-rattling, Rather-and-Jennings-beating exit.",0
5804,Spanish midfielder Guti has warned Real Madrid team-mate Michael Owen that he would need to produce an exceptional performance if he has any ambitions of taking Raul #39;s place in the starting line-up.,1
5805,Andrew Symonds crafted an unbeaten century and Michael Kasprowicz took five wickets to give Australia a 10-run win over Pakistan in a one-day international at Lord #39;s on Saturday.,1
5806,"SUING MACHINE, the RIAA is on the legal defensive after a P2P software company has accused it of nicking its technology. Altnet is suing the RIAA and several of its partners of pirating its patent covering ",3
5807,"COLUMBIA, Mo. -- The NCAA has handed down additional minor penalties to the University of Missouri in the wake of a spate of secondary rules violations, ESPN.",1
5808,Serbian President Boris Tadic says sorry for crimes committed in the name of the Serb people in Bosnia.,0
5809,"BEIRUT: In the first such statement since President Emile Lahoud said he would stand for re-election as president earlier this week, the White House on Friday asked Syria ",0
5810,The productivity package is added to the program that allows governments to see Microsoft source code.,3
5811,"For months, the United States and the rest of the world have danced maddeningly around the semantics of how to describe the situation in the Darfur region of Sudan, calling it everything from a  quot;humanitarian catastrophe quot; to  quot;crimes against humanity.",0
5812,"Raytheon Co. said it plans to increase its dividend and repurchase \$700 million in shares. The Waltham-based aerospace and defense giant increased its annual dividend 10 percent to 88 cents a share from 80 cents, starting with the first quarter of 2005. Raytheon said its board also authorized \$700 million in share repurchases, which it expects to complete over 18 ...",2
5813,"Who knew that 71-year-old assistant coach Dick Helm was the Knicks #39; problem? One day after his head rolled, so did the Knicks.",1
5814,SPACE.com - A Southern \California earthquake forecast based on computer models has successfully \pinpointed the location of nearly every major temblor to hit the region over the \last four years.,3
5815,"Delegates from the Sudanese government and rebel groups eventually restarted here on Monday the peace talks for the war-torn Darfur region after a month of suspension, in the hope of ending a 20-month-old conflict there.",0
5816,Virginia Tech scores 24 points off four first-half turnovers in a 55-6 wipeout of Maryland on Thursday to remain alone atop the ACC.,1
5817,"For the second time this month, UNC football fans had something to celebrate. In a stunning upset, the Tar Heels beat Miami 31 to 28.",1
5818,"The International Atomic Energy Agency (IAEA) head, Mohammad ElBaradei, on Monday expressed his hope that suspension of uranium enrichment will be included in the preliminary Iran-EU agreement.",0
5819," WASHINGTON (Reuters) - The United States and the European  Union are unlikely to reach agreement on a new civil aircraft  pact, a European Union official said on Thursday, increasing  chances the two sides could fight out the issue at the World  Trade Organization.",0
5820,Stocks were mixed Wednesday as the Federal Reserve prepared to meet and investors looked ahead to an another hike in interest rates.,2
5821,Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin served notice to his Liberal cabinet Thursday to clam up with their personal opinions on the U.S. presidential election.,0
5822,"American Express Co., the travel and financial services giant, on Monday sued Visa and MasterCard along with eight banks for damages stemming from anticompetitive practices that prevented American Express from issuing cards through U.S. banks.",2
5823,"MacCentral - IDG World Expo on Wednesday offered details about the Macintosh Games Pavilion, featured at next month's Macworld Conference  amp; Expo in San Francisco, Calif. The pavilion will feature new games from publishers including Aspyr Media, MacSoft, Freeverse Software and Ambrosia Software. It'll also be populated by an Arcade area where showgoers can get their hands on Power Mac G5s and iMac G5s running the latest titles available for the Macintosh.",3
5824,THE Black Watch today moved towards Baghdad in response to the US plea for help. The Ministry of Defence said today that soldiers from the Scottish regiment were leaving their base in the southern city of ,0
5825,Japan and the United States signed an agreement Friday on the details of their joint development of a ballistic missile defense system.,0
5826,"After a meeting with German Chancellor Gerhard Schrder, French President Jacques Chirac said Friday he supports a change to his country #39;s constitution to allow for a referendum on Turkish EU membership.",0
5827,"Bangalore, Oct. 5 (NNN): Countrys former skipper and batting great Sunil Manohar Gavaskar will assist India #39;s out-of-form batsmen in the Test series against Australia kick-starting here from tomorrow.",1
5828,"The cars finally set to the track for the first official practice Friday for the inaugural Chinese Grand Prix, with seven-time world champion Michael Schumacher down the list.",1
5829,"The e-mails, often forwarded by friends, vary in wording, but the underlying message is always ominous: Soon, all cell phone numbers will be made public to telemarketing firms.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;",3
5830,"MUMBAI, OCTOBER 6 : Prime Minister Manmohan Singh on Wednesday said the foreign direct and portfolio investments were welcome in various sectors of economy, including the banking sector.",2
5831,"AP - Supreme Court Justice Antonin Scalia's recent speeches have ventured into some surprising territory, with the staunchly conservative father of nine joking about sexual orgies.",0
5832,"IBM (IBM.N: Quote, Profile, Research) said on Thursday its workhorse commercial computers have smashed the industry #39;s most demanding tests, which analysts said creates ",3
5833,"Microsoft has developed a cut-down version of Windows XP with a Hindi interface for the Indian market. The Indian version, which will be available early next year, will also feature help and training in Hindi.",3
5834,AP - The tumultuous rookie season of Washington Redskins rookie Sean Taylor hit a new low in the early hours Thursday when he was arrested on a drunken driving charge.,1
5835," NEW YORK (Reuters) - U.S. stocks extended their  post-election rally for a third session on Friday, with the Dow  striking a four-month high after a government report showed  strong jobs growth last month, boosting hopes that the economic  recovery is taking hold.",2
5836,"BAGHDAD, Iraq - An American and three other foreigners were kidnapped Monday from their office in western Baghdad  quot;in an exchange of fire, quot; the Interior Ministry spokesman said.",0
5837,Damien Duff started his second successive game - and his first in this seasons Champions League -s Jose Mourinhos Chelsea slammed defending champions FC Porto on a 3-1 scoreline at Stamford Bridge on Wednesday night.,1
5838,"Like Led Zeppelin #39;s  #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s  #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era.",3
5839,"The Indianapolis Motor Speedway, home of the world renowned Indianapolis 500, may be the most famous racing venue in all of motorsports.",1
5840,The folks in charge of the United States president #39;s re-election campaign seem to have forgotten that the first two letters of WWW stand for  quot;world wide.,3
5841,"SAN JOSE, Calif. --(Business Wire)-- Nov. 2, 2004 -- Nokia, Royal Philips Electronics (NYSE:PHG)(AEX:PHI) together with Rhein-Main Verkehrsverbund (RMV), public transport authority for Frankfurt #39;s greater ",3
5842,"Today, there can be no argument. Attach an asterisk, because in this case the numbers lie. Vijay Singh trails by .1 in the Official World Golf Ranking system, but if you polled the players and the media, Vijay is The Man. Officially he ...",1
