texts,labels
A Chilean court strips former ruler Augusto Pinochet of his immunity over the murder of his predecessor as army chief.,0
"The soft orange glow of a common Caribbean coral comes not from the coral itself but from bacteria that live inside it, US scientists said last week. And the bacteria not only give the coral a little night light, but they also break down seawater to help ...",3
World champion Michael Schumacher won the Japanese Grand Prix to give his Ferrari team a record-tying 15th victory in 17 Formula One races this year.,1
"Corporate IT users are getting caught in the middle of another spin war between Microsoft Corp. and the Linux and Unix communities, most recently Novell Inc.",3
"Of all the great things about being a hockey fan, reading stories about NHL management-labor strife is not one of them. But, rest assured, there is worse. To wit: reporting and writing stories about NHL management-labor strife (you can send notes of sympathy to the e-mail posted at the bottom of this report).",1
Georgina Harland comes from 14th place on the final run to win a bronze in the women's modern pentathlon.,1
"A car bomb has destroyed the Baghdad offices of Arabic, Al-Arabiya television station leaving at least seven people dead and scores wounded.",0
"President George Bush Friday, without ceremony, signed into law a \$136 billion US corporate tax cut bill. The bill gives tax breaks to a range of businesses from farmers to Hollywood producers to large corporations.",2
"Allen Iverson scores a season-high 40 points and Marc Jackson chips in with 28 to lead the Sixers past the Bucks, 107-101, on Sunday.",1
"My guess is that no relationship has made Bill Parcells, the quintessential North Jersey guy, as happy as the one he found next door, with the Giants.",1
LOS ANGELES NASA #39;s unmanned  quot;scramjet quot; proved it #39;s small but it #39;s fast -- in a record-breaking demonstration above the Pacific Ocean.,3
"AP - An amateur Italian historian has found the preserved bodies of three Austro-Hungarian soldiers in an Alpine glacier, 86 years after they were killed in World War One.",0
"The Dow Jones industrial average fell 106 points to 10,440. Decliners on the New York Stock Exchange outnumbered advancers by a three-to-one margin.",2
"Since World War II, no two candidates have had such strikingly similar backgrounds of class and privilege. So, why do these guys dislike each other so much?",0
"NEW YORK At the moment, at least eight different Web browsers reside in my computer. There #39;s no earthly reason to have so many except for the slightly obsessive fun of it.",2
Open Source Initiative general counsel Larry Rosen is now an advisor to Black Duck Software.,3
"GUWAHATI, India -- Two bomb blasts in northeastern India Saturday killed 35 people and wounded scores of others. One large explosion ripped through a train station in Dimapur, where most of the casualties occurred, police said.",0
"The Yankees would like to void Jason Giambi's contract, but they continue to face serious roadblocks.",1
"Isn't Napier the logarithm guy? Yes indeed. A man of varied  talents, he popularized the modern decimal point notation and argued  that the Pope of 1593 was the Antichrist.    And created one of the first devices to automate binary  arithmetic. Using nothing more than a chessboard and some counters, he  developed ways to multiply, divide and even find the square roots of  binary numbers.",3
A FIRED-UP Lleyton Hewitt is charging into the first round of the US Open on the back of another tournament win yesterday. After a 6-3 6-1 victory against Peruvian Luis Horna in the TD Waterhouse Cup final ,1
A growing number of companies are reporting on their social and environmental impact  but many neglect the environment footprint of their supply chain.,2
"The nation #39;s economy grew at a moderately strong pace in the three months ending Sept. 30, driven by solid gains in consumer spending, the Commerce Department reported Friday.",2
Faisalabad: Pakistan needs to equal a world record chase of 418 to beat Sri Lanka after the tourists made 438 in their second innings on the fourth day of the first cricket Test at Iqbal stadium on Saturday.,1
"Anaheim, Calif. - By standing still, the Rockies seem to be falling in the National League West. The Rockies finished fourth in their five-team division in 2004, behind the San Diego Padres and ahead of the abysmal Arizona Diamondbacks.",1
"Amcast Industrial Corp. has sold its Automotive Components Group, including its operations in Cedarburg, to Park-Ohio Holdings Corp.",2
" SAN FRANCISCO (Reuters) - Shares of Google Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt;  fell 6.67 percent on Tuesday, as selling restrictions were  lifted on 39 million shares held by employees and early  investors in the newly public Web search company.",2
LONDON: Oil prices charged back up to \$55 a barrel yesterday as a fresh fall in US heating oil stocks stoked worries over winter supplies.,2
"LAHORE: Acknowledging probably for the first time that he had  quot;committed a great mistake quot; by extending support to General Pervez Musharraf during a presidential referendum, former Pakistan cricket captain Imran Khan has warned that if not stopped in his ",0
Reuters - Judges at The Hague tribunal on\Thursday imposed a defense counsel on former Yugoslav President\Slobodan Milosevic to avoid further delays in his war crimes\trial.,0
"Users are finding lots of inventive ways to lose precious files, say data recovery experts.",3
"AFP - US President George W. Bush has urged Northern Ireland's leaders to accept an Anglo-Irish proposal aimed at ending political deadlock between Protestants and Roman Catholics, the White House said.",0
"_ Curt Schilling #39;s 20th victory of the season was just a start for the Boston Red Sox. Schilling and the Red Sox beat Tampa Bay 11-4 Thursday night, moving within 3 1/2 games of the Yankees in ",1
A slowdown in economic growth and oil prices hovering around \$48 per barrel renewed fears of disappointing third-quarter earnings Thursday and kept stocks mixed.,2
"The Cassini flyby of Titan sent back the most detailed surface images, but the 1000 kilometer cloud formation near the south pole has scientists stumped.",3
"He saw the looks and he heard the snickers and he guessed that the joke was at his expense. Boxing has never been the subtlest of sports, and Ward has never been the largest of light heavyweights.",1
"CHUPEI, Taiwan : Bulldozers and hundreds of rescuers were airlifted to a remote mountain village in Taiwan, where at least 19 people are feared dead after a typhoon triggered a massive landslide.",0
"British company Avcen, designers of  quot;Jetpod quot; taxi, believe they can offer a flying taxi service within 5 years. The taxi, due to undergo  quot;proof of concept quot; test flights over the next 18 months, cruises to 228m with speeds of up to 350 mph (563 kph).",3
"By BRUCE MEYERSON    NEW YORK (AP) -- Verizon Wireless plans next week to expand its high-speed mobile data service to 11 more markets, including New York and Los Angeles, as well as 19 more airports.    The speedier laptop connections will be marketed only to businesses while the company adds coverage and readies services and devices for a consumer-oriented launch in 2005, Verizon Wireless said Wednesday...",3
"Emsworth #39;s Mike Fincke returns to Earth on Saturday, six months after leaving for the space voyage he had dreamed of since he was a young boy.",3
Figures showing a drop in retail sales spark fears that the recent consumer spending rebound could be coming to an end.,2
"ASHINGTON, Aug. 17 (AP) - A legal overseer will be appointed to represent participants in United Airlines #39; pension plans now that the company has halted contributions, the Labor Department said on Tuesday. ",2
" NEW YORK (Reuters) - U.S. stocks were knocked lower on  Monday, with the Dow dipping briefly below 10,000, as record  high oil prices threatened to hurt corporate profits and a  brokerage downgrade hit semiconductor shares.",2
"WASHINGTON Oct. 13, 2004 - Medical milestone or privacy invasion? A tiny computer chip approved Wednesday for implantation in a patient #39;s arm can speed vital information about a patient #39;s medical history to doctors and hospitals.",2
VANQUISHED New Zealand captain Stephen Fleming fears that Australia #39;s domination of the world could continue unabated beyond this generation of champions.,1
"Both Rockstar Games and Microsoft are in pursuit of the gaming robbers. While Microsoft has made it clear that it is  quot;aggressively pursuing the source of the illegal act, quot; Rockstar has ",3
" NEW YORK (Reuters) - The dollar slipped against the euro on  Thursday after European Central Bank President Jean-Claude  Trichet reiterated that recent moves in currency markets were  unwelcome, but did not use strong enough rhetoric to deter the  euro from strengthening, currency traders said.",2
"INDIANAPOLIS -- All-Star Vince Carter was traded by the Toronto Raptors to the New Jersey Nets for Alonzo Mourning, Eric Williams, Aaron Williams, and a pair of first-round draft picks yesterday.",1
Delta Air Lines Inc. hit a selfimposed deadline Tuesday for some of its debtholders to respond early to an exchange offer meant to give the carrier breathing room as it seeks to avoid bankruptcy.,2
"A Kabul, Afghanistan, court has sentenced 29-year-old Reza Khan to death for killing four journalists in 2001. Khan was convicted of killing Australian television cameraman ",0
"Despite passing Tiger Woods in the world rankings, he still is No. 2, now behind Vijay Singh. By BOB HARIG, Times Staff Writer. The pursuit has been long and exhausting and at times depressing.",1
Sir Alex Ferguson is clearly excited over the prospect of Wayne Rooney making his debut for Manchester United Football Club. The England international is yet to play for the Reds since his 26million transfer ,1
" PULA, Mallorca, Spain (Reuters) - Britain's Simon Khan is  on course for a second win of the season after taking the lead  in the Mallorca Classic second round Friday.",1
Ryan Klesko singled in the go-ahead run with none out in the eighth inning and San Diego ended St. Louis #39; nine-game winning streak.,1
"Reuters - Myanmar's ruling generals have freed\their second most prominent political prisoner, Min Ko Naing,\leader of student democracy protests in 1988, a source close to\his family said on Saturday.",0
"AP - Jamal Lewis will serve prison time, miss two games, and pay a princely sum for attempting to set up a drug deal four years ago.",1
"PAULA RADCLIFFE has decided she WILL run in tonight #39;s 10,000m race at the Athens Olympics. Today #39;s dramatic decision comes just days after Britain #39;s star long-distance runner was left weeping at the roadside after pulling up in the Olympic marathon.",1
 PHOENIX (Sports Network) - The Arizona Diamondbacks signed  free agent shortstop Royce Clayton to a one-year contract on  Tuesday. Financial terms were not released.,1
"The team has turned down offers, including from the US government, to do scientific experiments on flights. Rutan says SpaceShipOne #39;s task will be to focus on test flights for the commercial passenger craft ",3
" quot;DRC quot; was developed in 1997 as a technology that changed a standard television signal format to a high-definition signal format, based on the concept of establishing a higher definition signal format from scratch. The foundation of this technology was ...",3
Internet auction house eBay Inc. said on Wednesday it would limit the use of racial slurs after US city officials complained the offensive terms were being used to advertise lawn jockeys and other antiques.,3
 LONDON (Reuters) - U.S. shares were poised to start  slightly weaker on Tuesday as investors look past potential  merger activity to a Federal Reserve that is expected to raise  borrowing costs.,2
"By KRISTA LARSON     SAYREVILLE, N.J. (AP) -- While the tennis courts at Kennedy Park are bare on a hot afternoon, parents keep dropping off teenagers at the skate park, home to all the day's action...",3
Hyperion said it hopes to encourage other firms to join its clean-driving campaign and has launched a group called the Companies for Clean Air Consortium.,2
"Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",3
" quot;Tony Blair #39;s conference speech ... his 10th as leader of the Labour party, demonstrated why he is still the political conjuror of the day.",0
" quot;Well, quot; says Dallas Mavericks coach Don Nelson, laughing at the question before he even starts answering,  quot;you can #39;t stop people from talking.",1
"The Federal Reserve is widely expected to raise the federal funds rate at its policy meeting on Tuesday, Sept. 21, despite recent mixed economic news.",2
Immersion Corp. said Wednesday a jury ordered Sony Computer Entertainment Inc. and its US unit to pay \$82 million in a patent infringement case.,3
"At least 33 miners have been killed in a gas explosion at a Chinese coal mine northern Shanxi province. 71 miners were in the mine when the blast exploded, the officials said.",0
"InfoWorld - Targeting Unix archrivals Hewlett-Packard and Sun Microsystems, IBM on Friday topped off the high end of its Power 5-based line of iSeries and pSeries servers, rolling out three systems all capable of hosting as many as 250 virtual servers on a single machine.",3
" VIENNA (Reuters) - OPEC's core Gulf producers will  recommend the cartel raise supply quotas by one million barrels  a day, four percent, Kuwaiti Oil Minister Sheikh Ahmad al-Fahd  al-Sabah said on Wednesday.",2
"FALLUJAH, Iraq : At least six US marines were killed and several others wounded in a bomb attack on a military convoy near the militant Iraqi stronghold of Fallujah, witnesses and US military sources said.",0
Microsoft Corp. on Friday said that together with Dell Inc. it will provide the Air Force with software and related support services to simplify the acquisition process in an agreement worth up to \$500 million over six years.,3
"Russian President Vladimir Putin and his Tajik counterpart raised a Russian flag Sunday at a newly established permanent base for Moscow #39;s forces in this former Soviet republic, staking Russia #39;s claim for continued influence in ",0
The reporter was convicted of criminal contempt for refusing to disclose who leaked him an F.B.I. videotape on an investigation of government corruption in Providence.,0
"BAGHDAD -- The US military announced yesterday that it had arrested a top Iraqi National Guard commander in Tikrit, accusing him of working with the insurgency. It was the most serious publicized confirmation so far that the growing resistance movement, which US officials admitted yesterday is fanning out from bases in Fallujah and Baghdad, has infiltrated the top echelons of ...",0
Auction company is apparently drawn to the classifieds model pioneered by community resource site.,3
Tens of thousands march in a tense Kiev in support for the opposition ahead of next weekend's election.,0
"Clemson, SC -- Reggie Merriweather rushed for 125 yards and three touchdowns on 28 carries as the Clemson Tigers defeated the South Carolina Gamecocks, 29-7, in a non-conference affair at Clemson Memorial Stadium.",1
"That Michael Siewert didn #39;t fit in at the recent launch party for Sony PS2 #39;s fall releases was telling. The bulky, plainly dressed video game critic from Edmonton had been squeezed to the back of the VIP area ",3
AP - Oracle Corp. announced Monday that it has signed a definitive merger agreement to acquire PeopleSoft Inc. for approximately  #36;10.3 billion.,3
"PHNOM PENH, Oct. 10. - King Norodom Sihanouk declared on Sunday that his son, Crown Prince Norodom Sihamoni is ready to accept kingship.",0
"BOSTON American scientists say they have discovered two of the smallest planets ever detected outside our solar system - a sign, they said, that they are on the right track in the quest to find Earth-like planets that could potentially support life.",3
" Federal prosecutors are investigating a stock sale by the wife of former Enron Corp. chairman Kenneth L. Lay just days before the Houston energy trader filed for bankruptcy protection in late 2001, according to lawyers involved in the probe.",2
"Sony #39;s PlayStation Portable may ultimately live up to company promises of a  quot;Walkman for the 21st century quot; that revolutionizes entertainment, but that #39;s not going to happen next week.",3
"MAUI, Hawaii (Sports Network) - Taquan Dean poured in a game-high 30 points and Francisco Garcia added 16 points to lead 12th-ranked Louisville over Stanford, 82-67, in the fifth place game of the Maui Invitational at the Lahaina Civic Center.",1
"AFP - US inflation is under control and is expected to remain tame, Federal Reserve Board governor Ben Bernanke said.",2
"A roadside bomb has killed 11 people, including nine Indian soldiers, in the Indian-ruled portion of Kashmir, in one of the deadliest attacks there in recent months.",0
"Ichiro Suzuki had two hits to move within three of tying the single-season record, and the Seattle Mariners pounded Tim Hudson in a 7-2 victory over the host Oakland Athletics last night.",1
AP - Wal-Mart Stores Inc. plans to open or expand 40 to 45 discount stores and 240 to 250 Supercenters in the United States next year as the world's largest retailer continues an aggressive expansion plan.,2
"More than 300 scientists from 15 countries, including Canada, have released a study that shows the pace of the Arctic ice melt is accelerating.",3
" JAKARTA (Reuters) - An earthquake measuring 6.0 on the  Richter scale shook an island in eastern Indonesia on Friday,  killing six people and injuring at least six more, a government  official said.",0
"Arsenal boss Arsene Wenger has admitted the Gunners are in the middle of a  quot;crisis quot;, but backed his players to battle out of their mediocre form.",1
"Formula One #39;s governing body has confirmed that 10 teams, the same number as this year, have entered the 2005 world championship.",1
"A 2002 congressional law adds protection for corporate tattletales, but few of them gain such status from US courts. By Adam Geller / Associated Press.",2
" KHARTOUM (Reuters) - Sudan on Saturday questioned U.N.  estimates that up to 70,000 people had died from hunger and  disease in its remote Darfur region since a rebellion began 20  months ago.",0
"Motorola and MasterCard want to prove that reducing the fumble factor can save merchants money. Phones equipped with PayPass, MasterCard #39;s contactless payment service, are expected to go through rigorous testing ",3
"The US Olympics basketball team took a trip back to its former days of dominance Monday, and it was only appropriate the opponent was Angola.",1
"Beware, titans of the legal world. There may be a new force in town.  quot;I'm going to hire the law firm of Kapler and Nixon, quot; Red Sox general manager Theo Epstein said after outfielders Gabe Kapler and Trot Nixon yesterday won the appeals of their three-game suspensions and \$1,000 fines for their roles in the July 24 bench-clearing incident with ...",1
"JERUSALEM Aug. 23, 2004 - Israel announced plans Monday to build hundreds of new housing units in the West Bank, following an apparent US policy shift on settlements that the Palestinians warned  quot;will destroy the peace process.",0
"For a conference rooted in offensive muscle, the Big Ten seems a little frail in the running department this season. Ohio State and Michigan, which built their reputations on power football, rank ",1
" NEW YORK (Reuters) - Kroger Co. on Tuesday posted a 25  percent drop in quarterly profit and warned it may not reach  its sales target for the year, sending shares of the top U.S.  grocer down as it grapples with lingering fallout from a strike  in Southern California.",2
Two thousand female koalas will be given contraceptives under a new management strategy announced by the Victorian Government. The action is being taken after six years of trials at Mount Eccles between Portland and Hamilton.,3
"A US court has upheld the legitimacy of peer-to-peer (P2P) file-sharing application Morpheus, finding against 28 of the world #39;s largest entertainment companies which had alleged that the P2P firm #39;s software violates copyright law.",3
"FORT WORTH, Texas - (BUSINESS WIRE) -ept. 8, 2004  -h America International, Inc. (NYSE: PWN) announced today that its Board of Directors, at a specially called meeting, declared a one time special ",2
"KARACHI, Pakistan The husband of former Pakistan Prime Minister Benazir Bhutto (be-nah-zeer boo-tose) is breathing the air of a free man today.",0
MUTV bosses have hit back strongly at allegations of bias levelled against them by a group of Manchester United supporters. United #39;s official television station was targeted by fans who disrupted live coverage of the reserve-team match at Altrincham.,1
A woman denies charges of stalking and making threats against film star Catherine Zeta Jones.,0
"AP - Sen. John Kerry accused President Bush Thursday of failing the Biblical test set by the Good Samaritan, saying, ""He's seen people in need, but he's crossed over to the other side of the street.""",0
"Halifax yesterday became the the first major lender to predict widespread falls in house prices across Britain next year. Reporting that house prices fell again last month, Britain #39;s biggest mortgage lender ",2
"Michael Owen scored his first Spanish league goal Saturday to lead Real Madrid over defending champion Valencia 1-0. Owen, who scored the match-winner in the seventh minute, got his first ",1
"NEW YORK - Crude oil prices surged to a new high this morning in European trading, with a barrel fetching as much as \$55.67. Two reasons were offered by wire-service reports--one relatively old, and one brand new.",2
AP - Executive search firm Heidrick  amp; Struggles International Inc. on Friday said it earned nearly  #36;130 million by selling Google Inc. stock it got as payment for finding the Internet company a new CEO in 2001.,3
A consortium led by Royal Dutch/Shell Group that is developing gas reserves off Russia #39;s Sakhalin Island said Thursday it has struck a US\$6 billion (euro4.,2
Says improved search capabilities will return results an average of 10 times faster than before.,3
"TechWeb - A high flyer in the heady days of the Internet boom, Commerce One has told federal regulators that its continuing losses may lead to the end of the software company.",3
"NEW YORK - CBS News apologized Monday for a ""mistake in judgment"" in its story questioning President Bush's National Guard service, claiming it was misled by the source of documents that several experts have dismissed as fakes.    The network said it would appoint an independent panel to look at its reporting about the memos...",0
"An unmanned experimental jet broke a world record for speed on Tuesday, cruising over the Pacific Ocean at just under 7,000 miles per hour in a NASA test of cutting-edge  quot;scramjet quot; engine technology.",3
Global media group News Corp. has launched a shareholders #39; rights plan to protect shareholders #39; interests if any attempt is made to wrest control from executive chairman Rupert Murdoch and his family.,2
"Marks  amp; Spencer Group Plc, the UK #39;s largest clothing retailer, said first-half earnings fell as much as 12 percent after sales declined for a fourth straight quarter.",2
"AP - Chased out of Florida by Hurricane Ivan, the Marlins were forced to play a home game on the road and still cut their gap in the NL wild-card race. Florida rallied with six runs in the bottom of the eighth inning, taking advantage of four Montreal errors to beat the Expos 6-3 Monday at U.S. Cellular Field.",1
"BAGHDAD, Iraq Suicide bombers and other attackers, apparently targeting US and Iraqi forces, struck in quick succession in three separate areas of the capital Thursday, killing at least 46 people and wounding 208 others, officials said.",0
"According to a June 2004 report by industry research firm In-Stat/MDR, more than 10 percent of all broadband subscribers will use broadband IP telephony by the end of 2008.",3
"The main oxygen generator for the International Space Station has failed, and the two astronauts on board will tap into an attached cargo ship #39;s air supply this weekend, NASA said Thursday.",3
" LONDON (Reuters) - High-flying oil climbed back toward \$50  a barrel on Thursday, with worries over the security of  Nigerian supply supporting prices despite a surprise build in  U.S. crude inventories.",2
"Reuters - The European Commission was set to\recommend on Wednesday that Turkey start accession talks with\the European Union, finally unveiling its watershed decision\after 40 years of on-again, off-again talks.",0
AP - The New Orleans Hornets traded veteran guard Darrell Armstrong to the Dallas Mavericks for third-year player Dan Dickau on Friday.,1
"Peruvian President Alejandro Toledo has called on Japan to extradite fugitive ex-President, Alberto Fujimori. Mr. Toledo made the demand Wednesday during a speech at the United Nations General Assembly in ",0
Israeli Prime Minister Ariel Sharon says he will seek a governing coalition with Shimon Peres #39;s Labour Party and pledged to press ahead with a planned Gaza pullout.,0
"NEW YORK, August 17 (New Ratings)  The US consumer prices declined for the first time in the past eight months in July this year, driven by the reduced gasoline, clothing and transportation costs during the month. ",2
"AP - With the New York Yankees' starting rotation struggling, the team's offense matched its biggest performance of the season. Tony Clark homered three times, Ruben Sierra hit his 300th career homer, and Gary Sheffield and Alex Rodriguez also connected to lead the Yankees over the Toronto Blue Jays 18-6 Sunday.",1
"FORT WORTH-In a dual-pronged move, Cash America International Inc. has exited the European market after a 12-year run and has dibs on buying a competitor to get a foothold in the Western US.",2
Duncan Fletcher admitted that the controversy surrounding Englands tour to Zimbabwe had affected their performance in their opening win Sunday.,1
Sol Campbell today revealed that he has agreed to sign a new long-term contract at Arsenal. The England defender is expecting to tie up a few loose ends over the next couple of weeks before making an official announcement.,1
"3Com Corp. (COMS.O: Quote, Profile, Research) on Thursday posted a wider-than-expected second-quarter loss, amid stiff competition from Cisco Systems Inc.",2
"CHICAGO, Aug 17 (Reuters) - BJ #39;s Wholesale Club Inc. (BJ.N: Quote, Profile, Research) on Tuesday said credit card issuers want the retailer to reimburse them for up to \$16 million in fraudulent credit card charges and other costs stemming from a possible ...",2
"Robin Quivers, the radio personality best known as co-host on Howard Stern's syndicated morning show, has signed a deal with Sony Pictures Television to create a pilot that would likely become a one-hour daytime talk show.",0
"Japan #39;s current account surplus expanded 8.2 percent in July from a year earlier for its 13th consecutive month of growth, the government said Thursday.",2
"In the long, winding tale of Barry Bonds and steroids, we have reached the part where Bonds plays dumb. According to the San Francisco Chronicle, he effectively told a grand jury a year ago that he used steroids ",1
"Bloc Quebecois Leader Gilles Duceppe has issued a sweeping monetary and political blueprint, calling for a sovereign Quebec and for replacing the Canadian dollar with a new currency for North, Central and South America.",2
"LINCOLN, Neb. - Drummer Tommy Lee has played plenty of stadium shows with his band Motley Crue...",0
 quot;Software giant Microsoft is casting its sights on the digital media marketplace by positioning itself as pro-consumer-choice.,3
" LOS ANGELES (Reuters) - Texas Instruments Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TXN.N target=/stocks/quickinfo/fullquote""&gt;TXN.N&lt;/A&gt;, the  world's largest maker of chips for cell phones, on Tuesday said  it expects fourth-quarter revenue and earnings per share at the  mid range of its previous estimates, as order trends remain  soft and an inventory correction continues.",2
UNITED STATES NEW YORK -- The leaders of India and Pakistan yesterday hailed a new era in often-fraught relations between the two nuclear rivals and agreed to study a joint pipeline project and pursue solutions to the Kashmir conflict. The one-hour private meeting between President Pervez Musharraf of Pakistan and Prime Minister Manmohan Singh of India on the fringes of ...,0
"AdWeek.com - NEW YORK -- Intel is reintroducing the Blue Man Group, not used since 2001, in a campaign for its Centrino mobile technology for wireless computing.",3
SYDNEY : Two new polls showed Australia #39;s conservative government and Labor opposition neck and neck after the first week of campaigning for the October 9 election.,0
"The Mobile Security provides anti-virus and anti-spam protection for users of data-centric mobile phones and PDAs. Data-centric mobile devices, according to industry analysts, have become an attractive target ",3
"El Hadji Diouf has always enjoyed courting controversy. Be it spitting, diving or being a general nuisance to all and sundry the Senegal international has a penchant for getting involved in the more unsavoury side of the game.",1
"NewsFactor - The EU is expected to approve the merger between rivals Oracle (Nasdaq: ORCL) and PeopleSoft (Nasdaq: PSFT), according to sources close to the proceedings.",3
Champions Valencia had to settle for a 1-1 draw away to Real Betis on Saturday after missing three clear chances in the closing 15 minutes.,1
Unichem Laboratories has has entered into an agreement with Lannett Company of USA for the exclusive supply of one or more generic drug products.,2
"Luxury goods maker Gucci saw operating profit more than double in the second quarter thanks to higher sales and lower losses from its Yves Saint Laurent brand, its owner French retailer Pinault Printemps Redoute says.",2
"Ezz Eddine al-Qassam groups, the military wing of the Islamic resistance movement Hamas claimed responsibility for the operation held today and resulted in killing one Israeli soldier and injuring other four to the east of al-Shuja #39;eya quarters in Gaza.",0
"Canadian Press - VANCOUVER (CP) - A man who the B.C. Court of Appeal found was ""carrying on behind his wife's back"" and must continue spousal support payments will contest the ruling in the country's highest court because it contravenes the Divorce Act and could have national importance, his lawyer said Monday.",0
"Volkswagen AG, Europe #39;s biggest carmaker, faces production losses at its Wolfsburg headquarters after a sixth set of contract talks with union negotiators on cost cuts, job security and pay ended without agreement.",2
"An Italian aid organization in Iraq says two Italian women working for the group have been kidnapped. Witnesses say gunmen stormed the central Baghdad offices of the Italian organization, Bridge to Baghdad ",0
" WASHINGTON (Reuters) - BellSouth Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BLS.N target=/stocks/quickinfo/fullquote""&gt;BLS.N&lt;/A&gt; on Monday  said third-quarter earnings fell due to storm damage in its  region and the sale of some international assets.",2
"More than 150,000 people took to the streets to protest planned cuts to social benefits in what police described as the largest anti-government demonstrations in the Netherlands in 20 years.",0
"The doubts, the uncertainty, the mud-slinging that have kept investors indecisive all year are set to end one week from Tuesday when US voters go to the polls.",2
"By KELLY WIESE    JEFFERSON CITY, Mo. (AP) -- Missouri will allow members of the military stationed overseas to return absentee ballots via e-mail, raising concerns from Internet security experts about fraud and ballot secrecy...",3
"IBM #39;s intent to purchase Venetica Corp., which it announced on Thursday, is the latest gambit to prove that the Armonk, NY, company is dead serious about ruling the content integration market.",3
"Hugh Osmond, the business man who made his fortune through pizzas and pubs, is at the head of a consortium spending over 1bn to buy the Pearl life insurance business.",2
" PROVIDENCE, R.I. (Reuters) - It's hard to make a  best-selling story into a successful computer game. Unlike a  book or even a movie, the narrative of a game can be halting  and convoluted because the player, not the author, controls the  action.   ",3
com. NASA #39;s newest astronaut candidates experienced their first taste of zero gravity and are now preparing to make their first jet flights without the company of instructors.,3
"In the celluloid dreams of her own keeping, Latika Harris is watching her favorite movie, ""Love and Basketball,"" and in this dream she has replaced actress Sanaa Lathan. She sees herself playing small forward, or maybe a shooting guard, alongside the handsome male lead of Omar Epps.",2
"Atlanta Hawks forward Al Harrington, middle, is welcomed to Conseco Fieldhouse by Indiana Pacers forward Jonathan Bender, left, and forward Ron Artest before the start of the game in Indianapolis,Wednesday, Nov.17, 2004.",1
"WASHINGTON - The Recording Industry Association of America (RIAA) has filed 762 new lawsuits against alleged file-traders using P-to-P (peer-to-peer) services, with the total number of lawsuits filed since September 2003 now reaching more than 5,500.",3
Burning of the Amazon and other forests accounts for three quarters of Brazil #39;s greenhouse gas emissions and has made the country one of the world #39;s leading polluters ,3
"Two 2-0 teams, Terrell Owens and Steve Mariucci make the Eagles-Lions matchup about as attractive to Bay Area fans as an early-season game not involving the 49ers or Raiders can be.",1
Dirk Nowitzki had 30 points and 12 rebounds to lead the short-handed Dallas Mavericks to a 103-101 victory over the New York Knicks on Friday night.,1
"Boston #39; Northeastern University dropout Shawn Fanning, who tapped out the code to Napster in 1999, is back in the music downloading game.",3
 VIENNA (Reuters) - Iran said Monday it was losing patience  with U.N. inspections of its nuclear program and announced that  its agreement with the Europeans to halt uranium enrichment  would soon come to an end.,0
Reuters - Oil prices charged back up to  #36;55 a\barrel on Wednesday as a fresh fall in U.S. heating oil stocks\stoked worries over winter supplies.,2
McAfee Inc. says that a new managed e-mail service will help small businesses handle the deluge of spam and viruses pounding their networks.,3
ZIMBABWE face fancied Sri Lanka at the Oval today needing a huge win to stay in the International Cricket Council #39;s Champions Trophy.,1
Insurgent leaders in Falluja probably fled before the American-led offensive and may be coordinating attacks in Iraq.,0
 ABIDJAN (Reuters) - Militant supporters of Ivory Coast's  president attacked opposition party headquarters overnight in  the main city Abidjan as fears grew of a slide into full-scale  war in the world's top cocoa grower.,0
Livingston has fired manager Allan Preston after seven losses in a row. The Lions are last in the Scottish Premier League with just nine points from 15 games and the owners decided ,1
"The band R.E. M. releases its 13th major album, ""Around the Sun"" Tuesday -- but for hundreds of thousands of fans, there's no suspense. They've already listened to the entire album for free on the Internet, and with the band's label's encouragement. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"What had been a tough, grinding game for seven innings suddenly turned into an easy one for the Boston Red Sox last night. Locked in a 5-5 tie with their arch-rival New York Yankees ",1
Middlesbrough were denied the point they needed to move into the knockout stage of the Uefa Cup by a classy Villarreal side. A defensive Boro were soon on the back foot and keeper Mark Schwarzer made three fine first-half stops.,1
"Despite the hype, we #39;ve been waiting fifty years for visionaries to come good on their promise of the freedom of the skies for the average Joe.",3
"Quik Drop and NuMarkets Services Sell eBay for You\\After cleaning out my parent's garage the other month, I was thinking about selling off some of their junk on eBay. Unfortunately, I was overwhelmed over the amount of trinkets and toys that we had pulled out of the garage. So overwhelmed ...",3
Should prices for blank media and recording products include a royalty fee to copyright holders for presumed losses to piracy?,3
"At 33, just as he seemed ready to claim center stage, Tyler Hamilton is facing a two-year suspension from competition.",1
"Kuala Lumpur, Malaysia, Aug. 19 (UPI) -- Malaysia has set aside 60 hectares of land off the east coast state of Terengganu to help conserve its dwindling number of endangered sea turtles. ",3
